user_id,interest_id
e8dda1ab-4e22-4b44-b642-16d429b530e6,14
e8dda1ab-4e22-4b44-b642-16d429b530e6,18
e8dda1ab-4e22-4b44-b642-16d429b530e6,19
e8dda1ab-4e22-4b44-b642-16d429b530e6,20
9e67de25-ee28-48ad-b3f0-3836d4278119,6
9e67de25-ee28-48ad-b3f0-3836d4278119,7
9e67de25-ee28-48ad-b3f0-3836d4278119,8
9e67de25-ee28-48ad-b3f0-3836d4278119,10
9e67de25-ee28-48ad-b3f0-3836d4278119,11
53bc19ae-6115-4448-91c2-079f930260b9,3
53bc19ae-6115-4448-91c2-079f930260b9,6
53bc19ae-6115-4448-91c2-079f930260b9,10
53bc19ae-6115-4448-91c2-079f930260b9,11
53bc19ae-6115-4448-91c2-079f930260b9,15
53bc19ae-6115-4448-91c2-079f930260b9,16
53bc19ae-6115-4448-91c2-079f930260b9,20
67b9e613-4792-4b7e-88f0-54df3f761ed0,9
67b9e613-4792-4b7e-88f0-54df3f761ed0,11
67b9e613-4792-4b7e-88f0-54df3f761ed0,14
67b9e613-4792-4b7e-88f0-54df3f761ed0,19
f3525842-5ccf-4d32-b3c0-eb58cb4ae783,10
f3525842-5ccf-4d32-b3c0-eb58cb4ae783,15
f3525842-5ccf-4d32-b3c0-eb58cb4ae783,19
f3525842-5ccf-4d32-b3c0-eb58cb4ae783,20
7d2c6a5c-bbcc-46be-8ba4-b7518ab7a644,5
7d2c6a5c-bbcc-46be-8ba4-b7518ab7a644,8
7d2c6a5c-bbcc-46be-8ba4-b7518ab7a644,15
7d2c6a5c-bbcc-46be-8ba4-b7518ab7a644,17
8062edae-a09d-450b-b9e9-61d162542cc6,9
8062edae-a09d-450b-b9e9-61d162542cc6,10
8062edae-a09d-450b-b9e9-61d162542cc6,11
8062edae-a09d-450b-b9e9-61d162542cc6,14
8062edae-a09d-450b-b9e9-61d162542cc6,15
8062edae-a09d-450b-b9e9-61d162542cc6,17
7dddaa8e-deb1-42ed-88bb-dc5a16514cdc,2
7dddaa8e-deb1-42ed-88bb-dc5a16514cdc,12
7dddaa8e-deb1-42ed-88bb-dc5a16514cdc,14
7dddaa8e-deb1-42ed-88bb-dc5a16514cdc,19
a06df71a-41d5-45c9-ba0e-d7de01b095a9,8
a06df71a-41d5-45c9-ba0e-d7de01b095a9,11
a06df71a-41d5-45c9-ba0e-d7de01b095a9,13
a06df71a-41d5-45c9-ba0e-d7de01b095a9,14
a06df71a-41d5-45c9-ba0e-d7de01b095a9,20
241a414d-fb4b-4547-8d2a-86a522a57210,6
241a414d-fb4b-4547-8d2a-86a522a57210,7
241a414d-fb4b-4547-8d2a-86a522a57210,8
5fe4475c-7b8d-4cab-b303-1f34d174a1a2,11
5fe4475c-7b8d-4cab-b303-1f34d174a1a2,14
5fe4475c-7b8d-4cab-b303-1f34d174a1a2,20
5c093bcb-a8f8-495e-9e59-fe544f16ea0b,5
5c093bcb-a8f8-495e-9e59-fe544f16ea0b,7
5c093bcb-a8f8-495e-9e59-fe544f16ea0b,8
5c093bcb-a8f8-495e-9e59-fe544f16ea0b,10
5c093bcb-a8f8-495e-9e59-fe544f16ea0b,19
e8a80a6e-ee71-4373-8db9-cb211b8b0d92,8
e8a80a6e-ee71-4373-8db9-cb211b8b0d92,9
e8a80a6e-ee71-4373-8db9-cb211b8b0d92,20
84e69d57-36b1-481d-a823-b2bb1e0eff7b,9
84e69d57-36b1-481d-a823-b2bb1e0eff7b,12
84e69d57-36b1-481d-a823-b2bb1e0eff7b,14
84e69d57-36b1-481d-a823-b2bb1e0eff7b,15
84e69d57-36b1-481d-a823-b2bb1e0eff7b,18
553f633d-4e8b-4e4b-a5c1-02de094d0933,2
553f633d-4e8b-4e4b-a5c1-02de094d0933,3
553f633d-4e8b-4e4b-a5c1-02de094d0933,12
553f633d-4e8b-4e4b-a5c1-02de094d0933,14
24142aac-d1c8-42ac-a86d-f1049fd901a2,1
24142aac-d1c8-42ac-a86d-f1049fd901a2,4
24142aac-d1c8-42ac-a86d-f1049fd901a2,5
24142aac-d1c8-42ac-a86d-f1049fd901a2,6
24142aac-d1c8-42ac-a86d-f1049fd901a2,7
24142aac-d1c8-42ac-a86d-f1049fd901a2,15
7fe85746-fe19-422b-8bf2-d167d79a2d1a,4
7fe85746-fe19-422b-8bf2-d167d79a2d1a,5
7fe85746-fe19-422b-8bf2-d167d79a2d1a,7
7fe85746-fe19-422b-8bf2-d167d79a2d1a,8
7fe85746-fe19-422b-8bf2-d167d79a2d1a,11
c13abe7d-3c09-4714-9eb5-f4811cd6ae6b,4
c13abe7d-3c09-4714-9eb5-f4811cd6ae6b,8
c13abe7d-3c09-4714-9eb5-f4811cd6ae6b,9
c13abe7d-3c09-4714-9eb5-f4811cd6ae6b,11
c13abe7d-3c09-4714-9eb5-f4811cd6ae6b,13
c13abe7d-3c09-4714-9eb5-f4811cd6ae6b,17
a6c81a36-4a3a-4684-8a2a-15a4167abc2c,9
a6c81a36-4a3a-4684-8a2a-15a4167abc2c,10
a6c81a36-4a3a-4684-8a2a-15a4167abc2c,12
9dfc227f-7a2c-4af9-81e9-aaf98bdb8fda,8
9dfc227f-7a2c-4af9-81e9-aaf98bdb8fda,10
9dfc227f-7a2c-4af9-81e9-aaf98bdb8fda,13
2b6d1065-0b7d-4434-8df1-5b0f01a68955,6
2b6d1065-0b7d-4434-8df1-5b0f01a68955,10
2b6d1065-0b7d-4434-8df1-5b0f01a68955,11
f88e79f6-5cdb-401c-9b0a-0035434d7b18,2
f88e79f6-5cdb-401c-9b0a-0035434d7b18,11
f88e79f6-5cdb-401c-9b0a-0035434d7b18,20
a7f7f5a9-460c-4634-86dd-96133ca51131,1
a7f7f5a9-460c-4634-86dd-96133ca51131,9
a7f7f5a9-460c-4634-86dd-96133ca51131,10
a7f7f5a9-460c-4634-86dd-96133ca51131,12
a7f7f5a9-460c-4634-86dd-96133ca51131,20
92c00d82-349d-4eef-bcfb-103b7523b3d7,13
92c00d82-349d-4eef-bcfb-103b7523b3d7,18
92c00d82-349d-4eef-bcfb-103b7523b3d7,19
92c00d82-349d-4eef-bcfb-103b7523b3d7,20
93c2ea2c-f36b-43fb-8081-333512ad6dfe,10
93c2ea2c-f36b-43fb-8081-333512ad6dfe,11
93c2ea2c-f36b-43fb-8081-333512ad6dfe,14
93c2ea2c-f36b-43fb-8081-333512ad6dfe,15
93c2ea2c-f36b-43fb-8081-333512ad6dfe,16
f52d7c87-3049-428f-93a9-7640c68297bc,11
f52d7c87-3049-428f-93a9-7640c68297bc,12
f52d7c87-3049-428f-93a9-7640c68297bc,15
f52d7c87-3049-428f-93a9-7640c68297bc,17
f52d7c87-3049-428f-93a9-7640c68297bc,20
86c5b659-a2b1-435e-ad5f-6550a8be0606,9
86c5b659-a2b1-435e-ad5f-6550a8be0606,15
86c5b659-a2b1-435e-ad5f-6550a8be0606,20
dfc8f475-9202-4a52-9002-24f557cc4c64,9
dfc8f475-9202-4a52-9002-24f557cc4c64,10
dfc8f475-9202-4a52-9002-24f557cc4c64,11
dfc8f475-9202-4a52-9002-24f557cc4c64,14
dfc8f475-9202-4a52-9002-24f557cc4c64,17
6923b135-0a80-41b6-a29d-108910d3481e,9
6923b135-0a80-41b6-a29d-108910d3481e,11
6923b135-0a80-41b6-a29d-108910d3481e,12
6923b135-0a80-41b6-a29d-108910d3481e,14
6923b135-0a80-41b6-a29d-108910d3481e,18
170d2f68-2e8a-4567-81c1-cd4a0016ee2d,4
170d2f68-2e8a-4567-81c1-cd4a0016ee2d,5
170d2f68-2e8a-4567-81c1-cd4a0016ee2d,8
170d2f68-2e8a-4567-81c1-cd4a0016ee2d,10
170d2f68-2e8a-4567-81c1-cd4a0016ee2d,11
170d2f68-2e8a-4567-81c1-cd4a0016ee2d,12
e3a19585-197c-4218-9d75-752360108ba0,2
e3a19585-197c-4218-9d75-752360108ba0,3
e3a19585-197c-4218-9d75-752360108ba0,9
e3a19585-197c-4218-9d75-752360108ba0,16
c6ffe56c-2cfa-45ed-8b6e-38deadfc1762,9
c6ffe56c-2cfa-45ed-8b6e-38deadfc1762,10
c6ffe56c-2cfa-45ed-8b6e-38deadfc1762,14
c6ffe56c-2cfa-45ed-8b6e-38deadfc1762,20
96fcb81f-46c4-4e0d-9431-72d62e53de35,4
96fcb81f-46c4-4e0d-9431-72d62e53de35,5
96fcb81f-46c4-4e0d-9431-72d62e53de35,8
96fcb81f-46c4-4e0d-9431-72d62e53de35,15
96fcb81f-46c4-4e0d-9431-72d62e53de35,20
19599c23-5a07-447f-8730-c23290710835,7
19599c23-5a07-447f-8730-c23290710835,8
19599c23-5a07-447f-8730-c23290710835,9
19599c23-5a07-447f-8730-c23290710835,11
b15a72a1-bc55-4829-9428-b18b203ba820,8
b15a72a1-bc55-4829-9428-b18b203ba820,13
b15a72a1-bc55-4829-9428-b18b203ba820,14
b15a72a1-bc55-4829-9428-b18b203ba820,15
b15a72a1-bc55-4829-9428-b18b203ba820,17
6c72c3eb-81e1-402e-8b91-1b315094e27e,4
6c72c3eb-81e1-402e-8b91-1b315094e27e,18
6c72c3eb-81e1-402e-8b91-1b315094e27e,19
6c72c3eb-81e1-402e-8b91-1b315094e27e,20
e1146103-3e33-4ed7-9a4c-3426f5922da9,11
e1146103-3e33-4ed7-9a4c-3426f5922da9,14
e1146103-3e33-4ed7-9a4c-3426f5922da9,17
e1146103-3e33-4ed7-9a4c-3426f5922da9,18
e1146103-3e33-4ed7-9a4c-3426f5922da9,19
e1146103-3e33-4ed7-9a4c-3426f5922da9,20
f85deb38-8a7f-46fd-aa7f-0c9d18401a70,4
f85deb38-8a7f-46fd-aa7f-0c9d18401a70,6
f85deb38-8a7f-46fd-aa7f-0c9d18401a70,7
f85deb38-8a7f-46fd-aa7f-0c9d18401a70,8
f85deb38-8a7f-46fd-aa7f-0c9d18401a70,11
f85deb38-8a7f-46fd-aa7f-0c9d18401a70,12
f85deb38-8a7f-46fd-aa7f-0c9d18401a70,20
18aee4d1-ff77-49a2-bce1-9d47c65368ae,11
18aee4d1-ff77-49a2-bce1-9d47c65368ae,14
18aee4d1-ff77-49a2-bce1-9d47c65368ae,15
18aee4d1-ff77-49a2-bce1-9d47c65368ae,17
8953121f-1a21-4cf5-9842-a8bab20d555c,7
8953121f-1a21-4cf5-9842-a8bab20d555c,11
8953121f-1a21-4cf5-9842-a8bab20d555c,12
8953121f-1a21-4cf5-9842-a8bab20d555c,14
8953121f-1a21-4cf5-9842-a8bab20d555c,18
8953121f-1a21-4cf5-9842-a8bab20d555c,19
dbb62cac-e512-454a-a2dd-cd278e6b0b3e,8
dbb62cac-e512-454a-a2dd-cd278e6b0b3e,9
dbb62cac-e512-454a-a2dd-cd278e6b0b3e,11
dbb62cac-e512-454a-a2dd-cd278e6b0b3e,14
dbb62cac-e512-454a-a2dd-cd278e6b0b3e,18
db0a6297-8193-47c9-a815-151141095ca6,1
db0a6297-8193-47c9-a815-151141095ca6,11
db0a6297-8193-47c9-a815-151141095ca6,16
db0a6297-8193-47c9-a815-151141095ca6,20
5bba076a-bfef-4cf9-be7b-eaf7160e722e,4
5bba076a-bfef-4cf9-be7b-eaf7160e722e,7
5bba076a-bfef-4cf9-be7b-eaf7160e722e,10
5bba076a-bfef-4cf9-be7b-eaf7160e722e,17
18913824-a75f-44b9-a1c5-cec90c6cd419,10
18913824-a75f-44b9-a1c5-cec90c6cd419,18
18913824-a75f-44b9-a1c5-cec90c6cd419,20
c4aac5db-f0a1-41f7-ad7b-af5bdfaee13f,9
c4aac5db-f0a1-41f7-ad7b-af5bdfaee13f,10
c4aac5db-f0a1-41f7-ad7b-af5bdfaee13f,14
c4aac5db-f0a1-41f7-ad7b-af5bdfaee13f,15
bbeb5b7f-c80b-4db1-ba90-903c1a075cf7,8
bbeb5b7f-c80b-4db1-ba90-903c1a075cf7,9
bbeb5b7f-c80b-4db1-ba90-903c1a075cf7,11
bbeb5b7f-c80b-4db1-ba90-903c1a075cf7,18
bbeb5b7f-c80b-4db1-ba90-903c1a075cf7,19
465f2a51-6e74-4cea-b466-c62c29193b73,6
465f2a51-6e74-4cea-b466-c62c29193b73,7
465f2a51-6e74-4cea-b466-c62c29193b73,9
465f2a51-6e74-4cea-b466-c62c29193b73,10
465f2a51-6e74-4cea-b466-c62c29193b73,13
465f2a51-6e74-4cea-b466-c62c29193b73,20
e0b47f14-ef2d-49fc-b298-7e81497f4563,11
e0b47f14-ef2d-49fc-b298-7e81497f4563,16
e0b47f14-ef2d-49fc-b298-7e81497f4563,17
e0b47f14-ef2d-49fc-b298-7e81497f4563,20
5cfa3cf8-4522-4c4c-8087-ae79149ab327,5
5cfa3cf8-4522-4c4c-8087-ae79149ab327,11
5cfa3cf8-4522-4c4c-8087-ae79149ab327,14
5cfa3cf8-4522-4c4c-8087-ae79149ab327,19
91859730-a2c4-46b6-855a-a89620a317df,9
91859730-a2c4-46b6-855a-a89620a317df,17
91859730-a2c4-46b6-855a-a89620a317df,19
91859730-a2c4-46b6-855a-a89620a317df,20
24870417-d44d-4285-9509-b22a9365deee,2
24870417-d44d-4285-9509-b22a9365deee,11
24870417-d44d-4285-9509-b22a9365deee,14
24870417-d44d-4285-9509-b22a9365deee,18
24870417-d44d-4285-9509-b22a9365deee,20
6ff3f4c3-324c-4f23-9667-106f6600724b,3
6ff3f4c3-324c-4f23-9667-106f6600724b,7
6ff3f4c3-324c-4f23-9667-106f6600724b,8
6ff3f4c3-324c-4f23-9667-106f6600724b,10
6ff3f4c3-324c-4f23-9667-106f6600724b,11
6ff3f4c3-324c-4f23-9667-106f6600724b,13
6ff3f4c3-324c-4f23-9667-106f6600724b,20
3909b249-70c8-463b-b5e2-36bc233df5f5,6
3909b249-70c8-463b-b5e2-36bc233df5f5,7
3909b249-70c8-463b-b5e2-36bc233df5f5,8
3909b249-70c8-463b-b5e2-36bc233df5f5,11
3909b249-70c8-463b-b5e2-36bc233df5f5,12
b13534c3-1d41-4edb-ad71-f6f58ff36484,8
b13534c3-1d41-4edb-ad71-f6f58ff36484,9
b13534c3-1d41-4edb-ad71-f6f58ff36484,10
b13534c3-1d41-4edb-ad71-f6f58ff36484,11
98096adb-c347-4b91-b157-13d91467faa7,6
98096adb-c347-4b91-b157-13d91467faa7,11
98096adb-c347-4b91-b157-13d91467faa7,12
98096adb-c347-4b91-b157-13d91467faa7,18
98096adb-c347-4b91-b157-13d91467faa7,19
98096adb-c347-4b91-b157-13d91467faa7,20
8f0f60eb-864b-4f40-8a52-83b880ef9342,8
8f0f60eb-864b-4f40-8a52-83b880ef9342,9
8f0f60eb-864b-4f40-8a52-83b880ef9342,10
8f0f60eb-864b-4f40-8a52-83b880ef9342,12
8f0f60eb-864b-4f40-8a52-83b880ef9342,20
edc57913-68cf-4b04-a356-052f6ffdbcff,4
edc57913-68cf-4b04-a356-052f6ffdbcff,5
edc57913-68cf-4b04-a356-052f6ffdbcff,8
edc57913-68cf-4b04-a356-052f6ffdbcff,13
3215d909-b0ac-4c4e-a139-afd4230fe685,7
3215d909-b0ac-4c4e-a139-afd4230fe685,8
3215d909-b0ac-4c4e-a139-afd4230fe685,16
4b525688-1acd-4981-b213-0ea3aa8ecb43,9
4b525688-1acd-4981-b213-0ea3aa8ecb43,13
4b525688-1acd-4981-b213-0ea3aa8ecb43,17
f26d448f-05f1-49b5-915f-c47667f8a942,5
f26d448f-05f1-49b5-915f-c47667f8a942,9
f26d448f-05f1-49b5-915f-c47667f8a942,11
f26d448f-05f1-49b5-915f-c47667f8a942,12
f26d448f-05f1-49b5-915f-c47667f8a942,17
2c6db120-61ac-4444-868a-bb75396aaae3,11
2c6db120-61ac-4444-868a-bb75396aaae3,13
2c6db120-61ac-4444-868a-bb75396aaae3,14
2c6db120-61ac-4444-868a-bb75396aaae3,20
49af6a16-f923-4210-8c56-e311e38c564d,9
49af6a16-f923-4210-8c56-e311e38c564d,11
49af6a16-f923-4210-8c56-e311e38c564d,12
49af6a16-f923-4210-8c56-e311e38c564d,16
49af6a16-f923-4210-8c56-e311e38c564d,20
b54fdc5c-e828-48f4-8b75-28fe75c046a8,7
b54fdc5c-e828-48f4-8b75-28fe75c046a8,9
b54fdc5c-e828-48f4-8b75-28fe75c046a8,13
b54fdc5c-e828-48f4-8b75-28fe75c046a8,14
b54fdc5c-e828-48f4-8b75-28fe75c046a8,20
e8a07a8b-73cb-4a62-ba3e-b27bb60066e1,6
e8a07a8b-73cb-4a62-ba3e-b27bb60066e1,8
e8a07a8b-73cb-4a62-ba3e-b27bb60066e1,9
e8a07a8b-73cb-4a62-ba3e-b27bb60066e1,10
e8a07a8b-73cb-4a62-ba3e-b27bb60066e1,20
77912841-0831-4559-9152-00fd23a9a51c,7
77912841-0831-4559-9152-00fd23a9a51c,8
77912841-0831-4559-9152-00fd23a9a51c,10
77912841-0831-4559-9152-00fd23a9a51c,11
77912841-0831-4559-9152-00fd23a9a51c,13
f19708c8-85b2-4faa-825b-a2fefaac0687,6
f19708c8-85b2-4faa-825b-a2fefaac0687,7
f19708c8-85b2-4faa-825b-a2fefaac0687,8
f19708c8-85b2-4faa-825b-a2fefaac0687,11
f19708c8-85b2-4faa-825b-a2fefaac0687,12
f19708c8-85b2-4faa-825b-a2fefaac0687,15
d038d3e8-db0f-4824-9216-4de208fd6652,3
d038d3e8-db0f-4824-9216-4de208fd6652,4
d038d3e8-db0f-4824-9216-4de208fd6652,5
d038d3e8-db0f-4824-9216-4de208fd6652,7
d038d3e8-db0f-4824-9216-4de208fd6652,15
83b7b362-55ff-44b1-870b-dd179a5fc394,8
83b7b362-55ff-44b1-870b-dd179a5fc394,11
83b7b362-55ff-44b1-870b-dd179a5fc394,13
83b7b362-55ff-44b1-870b-dd179a5fc394,15
5dc41219-d217-4f8f-a4d3-a9ec3b263384,7
5dc41219-d217-4f8f-a4d3-a9ec3b263384,8
5dc41219-d217-4f8f-a4d3-a9ec3b263384,13
5dc41219-d217-4f8f-a4d3-a9ec3b263384,20
88ca13bd-4e60-4303-800f-294b5b96f80d,8
88ca13bd-4e60-4303-800f-294b5b96f80d,11
88ca13bd-4e60-4303-800f-294b5b96f80d,18
88ca13bd-4e60-4303-800f-294b5b96f80d,20
21e93a46-e401-457d-ad44-d22012a753d7,10
21e93a46-e401-457d-ad44-d22012a753d7,11
21e93a46-e401-457d-ad44-d22012a753d7,13
21e93a46-e401-457d-ad44-d22012a753d7,15
21e93a46-e401-457d-ad44-d22012a753d7,18
35b57b10-e7d8-43bd-9022-13bcd6044d36,4
35b57b10-e7d8-43bd-9022-13bcd6044d36,5
35b57b10-e7d8-43bd-9022-13bcd6044d36,6
35b57b10-e7d8-43bd-9022-13bcd6044d36,7
35b57b10-e7d8-43bd-9022-13bcd6044d36,11
35b57b10-e7d8-43bd-9022-13bcd6044d36,12
35b57b10-e7d8-43bd-9022-13bcd6044d36,18
e1a6a44d-3130-4403-b5cb-3639929a10a0,8
e1a6a44d-3130-4403-b5cb-3639929a10a0,9
e1a6a44d-3130-4403-b5cb-3639929a10a0,10
e1a6a44d-3130-4403-b5cb-3639929a10a0,11
e1a6a44d-3130-4403-b5cb-3639929a10a0,13
66e23ee6-0c84-4b0a-8695-e735c473b919,7
66e23ee6-0c84-4b0a-8695-e735c473b919,11
66e23ee6-0c84-4b0a-8695-e735c473b919,12
66e23ee6-0c84-4b0a-8695-e735c473b919,16
540abdf1-304b-4ae8-be52-92cdac07dce3,10
540abdf1-304b-4ae8-be52-92cdac07dce3,12
540abdf1-304b-4ae8-be52-92cdac07dce3,14
ce83a092-82c8-459d-a3f0-992a16e68c2c,6
ce83a092-82c8-459d-a3f0-992a16e68c2c,8
ce83a092-82c8-459d-a3f0-992a16e68c2c,19
