id,event_id,user_id,invited_by,target_type,status,message,sent_at,rsvp_response
26,9b799764-294a-4c71-a98e-d0fd0a27e745,82262980-bc3c-49fb-a210-28daa74d1ba3,039ce623-075d-4c69-9235-d786fde3bf5a,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-04-22 15:42:45.270342+00:00,MAYBE
27,cc13928f-e4ab-4959-ae2c-49b6e026cea3,3f41bf71-321e-42aa-9bc9-08d233bda92b,9500eed0-ba6a-4e02-904a-16af00d46e3e,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-04-10 10:22:19.780355+00:00,MAYBE
28,21602c92-78f5-4c77-8ec5-73ff07100b2c,6ff3f4c3-324c-4f23-9667-106f6600724b,b899ea61-699a-400a-98b6-1966f23e209b,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-04-01 06:06:20.872474+00:00,MAYBE
29,bb3fee61-4630-42c2-a8eb-2e5e48a281d7,67218b7a-eda7-4eed-b37b-939fba1ef9ce,06cf8ad7-4bdc-42e8-94e2-b0abe12a020b,DEPARTMENT,PENDING,Événement recommandé pour votre équipe,2026-05-01 03:13:01.263211+00:00,
30,785cfbf1-488c-41df-aacd-31498c90fb44,6e55651b-8ed1-4671-be45-9df63f4dbdb6,b15efdd3-914e-4ae6-8521-c1aca1f1b04d,DEPARTMENT,EXPIRED,Événement recommandé pour votre équipe,2026-02-16 18:05:42.892911+00:00,
31,4efe8fc8-a25d-4202-8d75-43a002e81f79,8a3bbec3-4136-45f6-b098-bbb2be370926,38cdd74c-b750-4e7c-89b5-9d66dac401b5,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-04-01 00:05:28.348627+00:00,
32,5a25e52a-af9d-4124-946e-cc18441d4b27,97810494-626f-45ab-bb4d-e0c09e642c34,04ae859c-0c10-43f9-b75f-3eda713debdb,INDIVIDUAL,PENDING,Invitation personnalisée selon votre profil,2026-04-15 21:52:37.875356+00:00,
33,61704030-0a72-4b31-9078-dc225b22df58,dafc105e-50d6-45fc-881b-f8c7648a1d01,60a4713c-9862-4c54-b843-99e82e3e7bea,INDIVIDUAL,PENDING,Invitation personnalisée selon votre profil,2026-04-17 12:46:18.638960+00:00,
34,2e0a99a0-5c65-406a-8b1d-7ebf4748ef84,de4286de-b923-4053-93ef-12d2821eb39f,9ac7d884-9c16-4fa3-b896-884afda9c096,INDIVIDUAL,RESPONDED,Votre participation serait appréciée,2026-02-10 23:00:44.417080+00:00,MAYBE
35,af44f69a-eacd-4522-be2a-ffd151f4843c,3929fc4e-362b-4007-861c-0f8355b34314,694b0956-4e4d-45ad-893c-29800a2bcfd9,GLOBAL,PENDING,Invitation pour tous les collaborateurs,2026-04-15 13:10:48.554113+00:00,
36,e0d1c2cb-4701-4fdf-bdab-498a825ecba3,256b281f-27a3-4756-9132-21f4a6f1d868,8f30d88b-449d-4b4a-8d70-907a78ca75cb,GLOBAL,EXPIRED,Invitation pour tous les collaborateurs,2026-03-05 05:26:53.845092+00:00,
37,48313a89-a3a8-437b-8d4e-32d1137ce252,671eb403-5ad4-4085-bf1b-c397caf5df96,ef6c19c9-41fb-4663-b095-fd6f807954ec,INDIVIDUAL,PENDING,Invitation personnalisée selon votre profil,2026-01-24 01:20:48.685578+00:00,
38,97f2b69d-548c-477b-b40b-2d20ea7b7b87,8a85cbcb-c372-4854-9d56-ead45338499f,4c166401-3fd9-47c6-993a-883bd0d2ca29,DEPARTMENT,EXPIRED,Invitation destinée à votre département,2026-02-23 20:28:05.847706+00:00,
39,f53d95cf-d7de-4deb-91dc-8dd8bd6d3821,2f9348fd-73c7-4bee-b63f-b880e839a3f8,e6b32c11-c369-4ced-9813-924c8e864732,GLOBAL,PENDING,Invitation pour tous les collaborateurs,2026-03-21 16:27:21.853219+00:00,
40,87bad3c8-3954-4cc1-9e75-c83bb740ea24,de4286de-b923-4053-93ef-12d2821eb39f,23ce8810-f0b8-4d2e-8e2b-68771418b437,DEPARTMENT,RESPONDED,Invitation départementale liée à vos activités,2026-03-19 17:01:56.211056+00:00,YES
41,6c597cfd-316a-4123-903e-869723f1140e,42985594-b4de-4967-9bb0-fa9bd3a9e08f,2017d595-cb92-43c2-b6ad-78ccf95a782c,INDIVIDUAL,PENDING,Invitation ciblée pour cet événement,2026-04-29 16:43:55.667695+00:00,
42,785cfbf1-488c-41df-aacd-31498c90fb44,72efd112-3855-4a02-9572-9799474fbdf0,b15efdd3-914e-4ae6-8521-c1aca1f1b04d,DEPARTMENT,EXPIRED,Invitation destinée à votre département,2026-02-08 00:47:33.227004+00:00,
43,7e26e7c2-9106-42f4-b316-f4e374e83380,5cfa3cf8-4522-4c4c-8087-ae79149ab327,4c066895-d413-435c-a54a-7085ccebb310,INDIVIDUAL,RESPONDED,Invitation personnalisée selon votre profil,2026-02-05 00:00:32.297944+00:00,NO
44,fc937cd7-7fab-4a8d-a852-2291c0925b8b,8195d324-ed95-44b5-a354-9232cab4e1c0,9f86355d-2a5a-4db1-aef6-a2b4d7d51a28,DEPARTMENT,RESPONDED,Invitation départementale liée à vos activités,2026-02-23 06:29:16.581549+00:00,MAYBE
45,d8004b2c-ed31-48fd-963d-11d0ee56b1d2,9c6726f8-a791-4aaf-bb43-2ac925259d5c,18aee4d1-ff77-49a2-bce1-9d47c65368ae,GLOBAL,PENDING,Invitation pour tous les collaborateurs,2026-04-02 07:30:47.850058+00:00,
46,f7282720-9c28-4860-a660-4e081669ae79,6898b9c8-16d4-46c4-a56c-4ce1865def90,d420025c-f809-4d32-9066-98749e88aeb9,DEPARTMENT,RESPONDED,Invitation départementale liée à vos activités,2026-03-22 12:05:17.442728+00:00,YES
47,d824321d-89e6-4631-85f9-bfbd0214e442,debfdb17-41a8-47ec-a914-677fa4a8b9d1,1a5ca586-55ef-4c1b-9c5f-2f5b56931420,INDIVIDUAL,PENDING,Invitation personnalisée selon votre profil,2026-03-29 20:41:33.672165+00:00,
48,6af31655-bd57-4de3-9593-b7e1decf369e,542706cb-ff1a-4d9a-9b3d-621e4e7fe4bb,33c2a0a3-edc7-43d3-8124-cd893c2c777a,INDIVIDUAL,RESPONDED,Invitation ciblée pour cet événement,2026-04-29 11:09:41.303636+00:00,YES
49,ab2ce376-28e6-49bb-ad6b-a99bf7658626,912a90c4-9c49-4b06-b8aa-4363306047bd,1f386289-521a-489e-a60a-2c215d2f95e7,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-04-14 20:01:20.612770+00:00,
50,56b96c96-5d7b-4947-ad8d-2a21b22d4e3a,921f32d9-32ea-4d21-8db4-7b339d13a5b6,78c254c8-e08c-423c-b031-4de7e4eb1f25,INDIVIDUAL,RESPONDED,Invitation personnalisée selon votre profil,2026-04-06 12:45:35.185190+00:00,MAYBE
51,610b1601-b881-4a17-9947-14bd481a944d,20272eee-ae06-4fca-93c0-854b118bb324,b312e220-ae63-4cad-98df-940d573360df,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-04-16 11:29:20.300938+00:00,NO
52,3dfa7a52-9682-4c4b-b9e9-a774176b43c3,514d1d62-3100-4b79-9ace-199ed15abd30,05ebad91-5c0a-406d-b835-141c19b231e0,GLOBAL,PENDING,Invitation pour tous les collaborateurs,2026-04-27 13:44:49.423596+00:00,
53,6063acb9-f7b9-49bf-b8a7-a0318e0fca4c,29e789b9-43d6-4d77-bba5-a8fe5bbec079,320540a7-1daa-4726-b502-7fecc0270091,GLOBAL,PENDING,Événement ouvert à toute l’entreprise,2026-04-29 03:22:42.381306+00:00,
54,03170ad1-5efa-4293-9bf8-f859d7ad5103,a6c81a36-4a3a-4684-8a2a-15a4167abc2c,342b5161-320b-428c-a3a4-897f848e1286,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-04-06 05:35:16.535263+00:00,
55,4b91f2e3-cfe9-4772-a76a-8d75476d6508,c3b0f176-69f0-4028-872a-0091128bf3a7,241a414d-fb4b-4547-8d2a-86a522a57210,DEPARTMENT,PENDING,Invitation départementale liée à vos activités,2026-04-24 21:37:13.140791+00:00,
56,d6f7f9c8-a295-4d28-ace6-d1a83e454624,cd89616a-bb20-4989-b720-04dac27a609b,7dddaa8e-deb1-42ed-88bb-dc5a16514cdc,GLOBAL,PENDING,Invitation pour tous les collaborateurs,2026-04-07 08:24:25.261157+00:00,
57,52cbf5a8-4fa4-40ea-8478-24d6f34dff38,c45d7879-b91c-47e2-9f80-fe17082b34a9,94df617c-7422-4cee-8fff-551c271661f6,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-04-14 20:27:50.427550+00:00,MAYBE
58,050e842b-f062-4b5d-adba-9c84aad5dad3,1a4b66de-c33c-49df-9b73-d52c3e699483,9a6ea003-a666-4c29-8ae5-e7fa86361a43,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-04-06 17:37:17.335341+00:00,
59,f9c73580-29e2-4b9f-95b5-ca644fbf6287,c3f44d1a-e988-4b73-a7f1-9fe2fbfeaaca,054fbfd5-4987-4e74-981e-7720556bff7c,DEPARTMENT,PENDING,Événement recommandé pour votre équipe,2026-04-15 12:47:56.968056+00:00,
60,dd245dd5-878a-429a-a1f0-98baa5026422,915de5a6-4e56-45a3-9ec0-f304a3b83653,8b802ae2-7e2f-4ae3-b9db-55586c1e446d,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-02-10 18:18:38.926183+00:00,
61,d2572924-5e43-4c4a-b5b2-25c983896374,b3d93062-a120-4b9f-8188-3421e21ae870,5f776928-4b7a-41f4-a20d-06c3a6b003bf,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-04-25 12:29:31.615190+00:00,NO
62,196546de-04a1-4596-8ed8-427782dc268c,c79bf178-2ad7-46c5-a8bc-69d76f5a35b2,2ef6e49e-2db4-4aba-9300-2be6b73234f7,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-03-10 02:55:01.445787+00:00,
63,2889f7a5-c66f-4fbd-bdb9-414935805d06,473aea92-b352-4816-84a6-998d6674e016,5179d5b9-4f1e-4e23-9bd1-90c1af18e263,DEPARTMENT,RESPONDED,Invitation destinée à votre département,2026-02-24 13:11:04.912274+00:00,NO
64,331da1af-2206-4456-bd38-421df652d89d,15faaccb-2bbf-40c2-8ccd-d84e51bfe1a3,db513ac4-80bc-4d09-864b-24fb5dee1da4,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-04-29 03:45:17.184678+00:00,
65,35468667-53e4-4049-a55d-fe60b8c205d2,9cca5d9d-2083-45f2-baf5-a904076fa298,0bbae24c-66cb-42bc-8f35-4e9d6e77ac24,INDIVIDUAL,PENDING,Votre participation serait appréciée,2026-04-28 01:06:42.584115+00:00,
66,4dc60709-3167-41bb-aa8f-653175b97d40,6c72c3eb-81e1-402e-8b91-1b315094e27e,45c10be6-7fac-4883-8cee-b772caa3f8de,GLOBAL,EXPIRED,Événement ouvert à toute l’entreprise,2026-02-23 01:46:39.886252+00:00,
67,d8004b2c-ed31-48fd-963d-11d0ee56b1d2,bebe014f-7c1c-4d4c-93b4-536cb5e45af9,18aee4d1-ff77-49a2-bce1-9d47c65368ae,GLOBAL,PENDING,Invitation pour tous les collaborateurs,2026-03-22 02:47:44.045766+00:00,
68,543157a8-cee7-47fe-9c1d-496e941e9632,969f9cbb-d414-4484-aee9-fa12b5505b3e,465f2a51-6e74-4cea-b466-c62c29193b73,GLOBAL,PENDING,Événement ouvert à toute l’entreprise,2026-04-13 23:35:50.523104+00:00,
69,a133e88c-2f8c-4ef8-a26c-dc9e3a309243,e6cbc23c-448f-475b-9d8d-a739cbc80407,91859730-a2c4-46b6-855a-a89620a317df,INDIVIDUAL,PENDING,Votre participation serait appréciée,2026-03-24 07:28:15.391083+00:00,
70,b891175e-b2a2-4f8f-9973-52b440b70ecd,b55fd364-1df7-46e9-8a10-21de5cd5b1f3,608ced08-9e47-4568-b2c6-81b0a7fdf075,DEPARTMENT,PENDING,Événement recommandé pour votre équipe,2026-01-27 23:53:30.839730+00:00,
71,ca296d96-1efb-403a-af11-a5133143c991,a267cd55-dae7-4edb-9cd9-1ac6f46d89a0,b8b374dd-9fa4-4bbd-9bb0-e00bf90d665f,DEPARTMENT,EXPIRED,Événement recommandé pour votre équipe,2026-03-04 07:52:20.975147+00:00,
72,5d614d42-fbb1-42f0-a8f7-2a9827229432,62f0f942-5b08-4351-9bfb-920a9b2364ec,1c8aea5a-7709-44a0-898c-a882a974318f,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-02-28 12:05:26.431545+00:00,
73,a5ed6c38-e898-4ec6-b07d-cb3916c55f75,1c8aea5a-7709-44a0-898c-a882a974318f,9246a4a8-fa4c-48db-84c1-bcec80300b95,DEPARTMENT,PENDING,Événement recommandé pour votre équipe,2026-04-19 23:00:06.900938+00:00,
74,3c21ac8e-aee8-4cce-909f-fa2aa49b0916,bebe014f-7c1c-4d4c-93b4-536cb5e45af9,ce175c8f-1175-4928-bf29-79fe69406339,INDIVIDUAL,PENDING,Votre participation serait appréciée,2026-04-19 16:54:51.520870+00:00,
75,73ed9e10-d7dd-4f35-812a-0836380719a5,6d282e57-ae58-47d1-b0b0-71588701cd4b,c98070f7-ea93-464b-9719-8e5817cb346a,GLOBAL,EXPIRED,Événement ouvert à toute l’entreprise,2026-03-14 04:44:24.394453+00:00,
76,ab26d383-f377-446d-ba9c-43a38f47967d,6d282e57-ae58-47d1-b0b0-71588701cd4b,ea6a2151-71d0-4a29-bdab-6b249f5466e9,INDIVIDUAL,RESPONDED,Invitation ciblée pour cet événement,2026-02-26 22:24:23.593747+00:00,YES
77,58c345d7-c707-4350-8a43-eacf36cfa897,317b3030-2453-480a-be7a-493d61b447f0,d1d788a6-dd4c-4608-94bc-b1fd10c2a24e,GLOBAL,EXPIRED,Invitation pour tous les collaborateurs,2026-01-17 18:03:01.885136+00:00,
78,d009127f-7454-4bc0-8581-c5715a9fc88c,da7d8ca8-db94-48b0-87a9-6c6a4d12c1cb,93104829-8594-400a-b598-aff286b49018,DEPARTMENT,PENDING,Invitation départementale liée à vos activités,2026-02-13 12:47:32.961080+00:00,
79,e5e8e107-d2ec-4718-850f-26f28a79aa2d,a05fb95c-ba9f-4e27-a689-3cf5fc1b5a26,ea94002e-07bf-4277-9b9a-4f657eaa8125,INDIVIDUAL,PENDING,Votre participation serait appréciée,2026-02-13 04:07:08.736092+00:00,
80,a240d30c-8950-495b-bed6-29ed816b18e9,af533c93-0a75-475d-b87d-b1decc84048b,33f7c853-3ff8-4418-bdb9-d83a6f30531c,DEPARTMENT,RESPONDED,Invitation destinée à votre département,2026-04-25 05:39:34.254528+00:00,YES
81,85005264-d974-4e04-af4f-07db95225b12,7c907411-53e7-4a2f-9fb2-368bef893ae6,3fe14d18-0cfa-492c-9c98-5c09e18406f4,GLOBAL,PENDING,Invitation pour tous les collaborateurs,2026-04-07 01:25:52.587799+00:00,
82,767acd40-98fe-4445-a87c-c305a27c1ea6,9246a4a8-fa4c-48db-84c1-bcec80300b95,2b02df80-1d86-4eca-8b1a-02e41da4ddf4,DEPARTMENT,EXPIRED,Événement recommandé pour votre équipe,2026-03-01 10:39:54.364552+00:00,
83,039483b7-e1f1-4253-85d2-b9d830af53f1,2a9d41e6-bbad-409a-9305-7d1453de3fff,eb85b268-bb88-4119-939d-492d2322518f,INDIVIDUAL,PENDING,Votre participation serait appréciée,2026-03-28 15:27:44.469888+00:00,
84,9b799764-294a-4c71-a98e-d0fd0a27e745,aaf51b3f-54ec-45c3-8487-c08aaa05d8c7,039ce623-075d-4c69-9235-d786fde3bf5a,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-04-25 03:36:02.543377+00:00,MAYBE
85,558f4ece-d28f-4f60-a1ed-0fc59ecd077f,786ba2a2-fd55-4c3c-82a9-6ab4566b3717,649114ae-3449-49ab-a8e8-f4c931409e3d,GLOBAL,EXPIRED,Invitation pour tous les collaborateurs,2026-03-13 18:52:02.516735+00:00,
86,fae17f8c-ced2-40c0-b065-00de39708d74,21e93a46-e401-457d-ad44-d22012a753d7,fd980494-269c-489f-be6e-0159fbcec461,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-04-13 21:12:30.505743+00:00,
87,8af54406-4b29-4c2a-8ecd-9baaf0006dcc,c33a2e16-11ad-42aa-86ff-912411bdea48,c5ec37ad-d7cc-4309-bff5-cff9fdf99c93,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-02-13 00:44:59.022184+00:00,MAYBE
88,b0066ca4-aad7-4b45-b626-b52e77b94b47,38f134e4-e62f-4bb9-a0f5-99a23ed433c7,1f9f1987-7506-4d70-81a9-f58c2de19219,GLOBAL,RESPONDED,Invitation pour tous les collaborateurs,2026-02-12 11:58:24.102997+00:00,YES
89,bc6e0f14-d4ac-40b1-b52d-4e5239845049,c0f17624-388d-4a76-833d-00a5d20ecc26,33c2a0a3-edc7-43d3-8124-cd893c2c777a,DEPARTMENT,PENDING,Invitation destinée à votre département,2026-04-18 19:33:42.312418+00:00,
90,b86f0384-24f6-46df-93c3-86be246fbab3,9a1159ca-5027-4cc5-acce-0e458cb282f9,399ddb4e-8253-4685-9236-d599b6eef665,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-03-14 14:05:20.510705+00:00,YES
91,32550296-6435-4ef2-90e1-028656282c7f,6a808ecc-aa5f-46f7-9473-e17d132330cd,7d2c6a5c-bbcc-46be-8ba4-b7518ab7a644,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-02-07 03:37:17.810166+00:00,MAYBE
92,57907724-8fca-4046-8bd9-b487fba20026,33f7c853-3ff8-4418-bdb9-d83a6f30531c,039ce623-075d-4c69-9235-d786fde3bf5a,INDIVIDUAL,PENDING,Invitation personnalisée selon votre profil,2026-04-18 12:49:18.278290+00:00,
93,c5b0e7ae-467f-4687-a75b-4aadf57fd966,66cca95d-9fc9-4eb7-9ec6-1a35ddebfc83,c2c17b8a-e8e3-4734-8a5d-558dcb795104,INDIVIDUAL,RESPONDED,Votre participation serait appréciée,2026-04-27 02:22:07.968603+00:00,MAYBE
94,bfc592b9-56fd-4cb8-9d45-f4fc59f47a80,82262980-bc3c-49fb-a210-28daa74d1ba3,9246a4a8-fa4c-48db-84c1-bcec80300b95,DEPARTMENT,EXPIRED,Invitation départementale liée à vos activités,2026-03-12 10:12:18.487668+00:00,
95,d8004b2c-ed31-48fd-963d-11d0ee56b1d2,49a32bab-cd26-41b3-bd72-44b130c4f30f,18aee4d1-ff77-49a2-bce1-9d47c65368ae,INDIVIDUAL,PENDING,Invitation personnalisée selon votre profil,2026-04-11 02:35:31.755916+00:00,
96,6063acb9-f7b9-49bf-b8a7-a0318e0fca4c,eaa9cc85-b28c-4878-9ca7-f4d797d0e0d9,320540a7-1daa-4726-b502-7fecc0270091,INDIVIDUAL,PENDING,Invitation ciblée pour cet événement,2026-04-30 22:13:02.267640+00:00,
97,b0066ca4-aad7-4b45-b626-b52e77b94b47,586058b9-99bc-4600-9f37-87111fcaf37e,1f9f1987-7506-4d70-81a9-f58c2de19219,INDIVIDUAL,PENDING,Invitation ciblée pour cet événement,2026-02-01 09:27:55.863726+00:00,
98,fa49e32f-86f1-4580-8685-d9d6d3613c26,2976ce73-94df-4e12-ac34-fb596591b7c2,1815820e-1287-4637-b9f1-9bd95f95ca22,DEPARTMENT,PENDING,Invitation départementale liée à vos activités,2026-03-19 12:28:27.669456+00:00,
99,afb200a6-0db9-47d9-81dc-668cf0ffd251,99ce0eb9-db3b-4ba1-9d7e-a6e10271bb8c,9d09832f-ff19-4c77-9c05-12881b06c117,DEPARTMENT,RESPONDED,Événement recommandé pour votre équipe,2026-01-14 13:52:48.088334+00:00,YES
100,2c74c491-cde5-4213-be45-126d5dfb0057,ebabeeab-3d61-4de8-9cc1-9896c30de71c,671eb403-5ad4-4085-bf1b-c397caf5df96,INDIVIDUAL,PENDING,Votre participation serait appréciée,2026-04-04 21:03:37.267644+00:00,
101,afbea373-e496-44fe-b18e-3abb08d2ece0,3784474d-e825-475d-9698-3cd025b65f95,40bd5505-6dbf-49ae-817e-6ca216a5630f,INDIVIDUAL,PENDING,Invitation ciblée pour cet événement,2026-03-06 21:22:36.776901+00:00,
102,cf8eaf39-c610-4983-ad91-9070e15ac646,449ac75e-578d-423f-8bc4-b4c90d6ac229,1b030e36-9144-4f9e-b30f-599f3b124204,DEPARTMENT,PENDING,Invitation départementale liée à vos activités,2026-05-01 03:42:53.136019+00:00,
103,f4d661c3-d7a6-4bb6-9922-0b5130b74731,8062edae-a09d-450b-b9e9-61d162542cc6,7b5a28c5-3946-4a3b-ad59-fc33a2e44d00,GLOBAL,PENDING,Invitation générale à un événement interne,2026-04-16 23:17:38.640831+00:00,
104,dd42a907-04b9-4348-a8b6-57ba79d2efe7,8f21075b-8c2d-4291-98de-3f070ea2a227,ea36f8c9-4d00-4fba-b63b-acf0a7b24913,DEPARTMENT,PENDING,Invitation départementale liée à vos activités,2026-04-28 13:08:29.703898+00:00,
