id,event_id,user_id,status,registered_at,cancelled_at,attendance_status,cancel_reason
45,c998667f-4864-437b-b5c1-0264dd37f5e5,42985594-b4de-4967-9bb0-fa9bd3a9e08f,REGISTERED,2026-04-29 06:05:22.658129+00:00,,PENDING,
46,c998667f-4864-437b-b5c1-0264dd37f5e5,6f1c92a2-1730-457e-af80-22ceee52065e,REGISTERED,2026-04-26 06:32:41.543033+00:00,,PENDING,
47,c998667f-4864-437b-b5c1-0264dd37f5e5,e50d8d05-5cc4-4343-b6bc-1df1b3f3d22f,CANCELLED,2026-04-24 01:39:20.253873+00:00,2026-04-28 21:41:47.172744+00:00,PENDING,Problème de disponibilité logistique.
48,c998667f-4864-437b-b5c1-0264dd37f5e5,98096adb-c347-4b91-b157-13d91467faa7,REGISTERED,2026-04-20 00:27:20.584162+00:00,,PENDING,
49,c998667f-4864-437b-b5c1-0264dd37f5e5,ac16955a-100a-49c4-9550-f3e3c118b812,REGISTERED,2026-04-15 00:07:25.266132+00:00,,PENDING,
50,c998667f-4864-437b-b5c1-0264dd37f5e5,cb6d8e05-1472-47ff-b732-cb920eb596dd,REGISTERED,2026-04-20 19:13:38.465239+00:00,,PENDING,
51,c998667f-4864-437b-b5c1-0264dd37f5e5,b8b374dd-9fa4-4bbd-9bb0-e00bf90d665f,REGISTERED,2026-04-26 06:31:51.450941+00:00,,PENDING,
52,03846d23-9551-4f6d-9871-af0dc07b7cd0,5553c5bf-a6be-43ce-99ca-71a0dd00c526,REGISTERED,2026-03-17 22:11:00.010904+00:00,,PENDING,
53,03846d23-9551-4f6d-9871-af0dc07b7cd0,7c02e81b-64f2-451d-bbab-b807fd72ef10,REGISTERED,2026-04-11 23:26:53.484161+00:00,,PENDING,
54,03846d23-9551-4f6d-9871-af0dc07b7cd0,9a6ea003-a666-4c29-8ae5-e7fa86361a43,REGISTERED,2026-04-24 12:04:14.882256+00:00,,PENDING,
55,03846d23-9551-4f6d-9871-af0dc07b7cd0,0b8e3edc-e13f-433c-bcda-bf4510acface,REGISTERED,2026-04-24 14:41:10.034568+00:00,,PENDING,
56,03846d23-9551-4f6d-9871-af0dc07b7cd0,8eb23e0d-e7bd-4642-b245-6338a02daf5d,REGISTERED,2026-03-30 14:41:11.377899+00:00,,PENDING,
57,03846d23-9551-4f6d-9871-af0dc07b7cd0,e9259942-8396-473b-9057-48dcaca6a4b8,REGISTERED,2026-03-22 09:13:19.508574+00:00,,PENDING,
58,03846d23-9551-4f6d-9871-af0dc07b7cd0,6f1f4dc0-4b42-4147-b573-37a2915f8a50,REGISTERED,2026-04-26 23:49:54.270301+00:00,,PENDING,
59,03846d23-9551-4f6d-9871-af0dc07b7cd0,20272eee-ae06-4fca-93c0-854b118bb324,REGISTERED,2026-04-04 18:52:00.087971+00:00,,PENDING,
60,03846d23-9551-4f6d-9871-af0dc07b7cd0,24142aac-d1c8-42ac-a86d-f1049fd901a2,REGISTERED,2026-04-14 01:54:06.140477+00:00,,PENDING,
61,03846d23-9551-4f6d-9871-af0dc07b7cd0,e9d2ff70-2c2b-4bd5-ba0f-ea608ddccc9a,REGISTERED,2026-03-18 21:02:23.274082+00:00,,PENDING,
62,03846d23-9551-4f6d-9871-af0dc07b7cd0,edc57913-68cf-4b04-a356-052f6ffdbcff,REGISTERED,2026-04-03 15:30:39.528568+00:00,,PENDING,
63,678e5c49-2025-44bb-a17b-e28c158799b9,0deea514-779a-4aa2-b500-353e426c4bb8,REGISTERED,2026-04-10 20:13:51.779761+00:00,,PENDING,
64,678e5c49-2025-44bb-a17b-e28c158799b9,be09ca96-c6bc-47f0-8da2-2fe50ad27d22,REGISTERED,2026-04-11 03:39:30.977853+00:00,,PENDING,
65,678e5c49-2025-44bb-a17b-e28c158799b9,8006d300-c0ae-4a0d-ba53-074804f86119,CANCELLED,2026-04-26 07:39:48.268035+00:00,2026-04-27 01:10:24.928867+00:00,PENDING,Erreur de choix de créneau.
66,678e5c49-2025-44bb-a17b-e28c158799b9,cba90a11-1840-4896-baf9-ad4c1723a01f,REGISTERED,2026-04-28 04:40:02.702915+00:00,,PENDING,
67,678e5c49-2025-44bb-a17b-e28c158799b9,2b6d1065-0b7d-4434-8df1-5b0f01a68955,REGISTERED,2026-04-04 23:07:15.640149+00:00,,PENDING,
68,678e5c49-2025-44bb-a17b-e28c158799b9,11e4bafe-f46f-4714-ae79-46782f98afcc,CANCELLED,2026-04-15 15:46:13.997315+00:00,2026-04-29 12:54:14.476880+00:00,PENDING,Erreur de choix de créneau.
69,678e5c49-2025-44bb-a17b-e28c158799b9,18461a76-23dd-484e-ac0a-37f832c9ef57,REGISTERED,2026-04-27 08:41:45.080571+00:00,,PENDING,
70,678e5c49-2025-44bb-a17b-e28c158799b9,09c9c2e9-4239-482d-891d-56063049a724,REGISTERED,2026-04-04 04:56:40.291667+00:00,,PENDING,
71,678e5c49-2025-44bb-a17b-e28c158799b9,f8d7dc0b-5a3b-44ee-98f3-b79e6f774b1e,REGISTERED,2026-04-12 07:49:04.249701+00:00,,PENDING,
72,678e5c49-2025-44bb-a17b-e28c158799b9,c58bb0f6-4d0a-48af-8710-da23e9acd1d0,REGISTERED,2026-04-22 08:14:10.553335+00:00,,PENDING,
73,678e5c49-2025-44bb-a17b-e28c158799b9,f2aba7e0-43cb-45a1-8ed2-80e2b36e4be9,REGISTERED,2026-04-17 21:02:12.587703+00:00,,PENDING,
74,678e5c49-2025-44bb-a17b-e28c158799b9,8a674818-0a1b-475b-a8c9-cbe1e87d7943,REGISTERED,2026-04-26 12:40:13.743577+00:00,,PENDING,
75,678e5c49-2025-44bb-a17b-e28c158799b9,770a3736-dd6c-443d-92ff-d84e014a53e9,REGISTERED,2026-04-27 08:19:06.311710+00:00,,PENDING,
76,678e5c49-2025-44bb-a17b-e28c158799b9,6f1c92a2-1730-457e-af80-22ceee52065e,REGISTERED,2026-04-25 18:02:17.024838+00:00,,PENDING,
77,678e5c49-2025-44bb-a17b-e28c158799b9,ae923cee-de34-4666-b2f5-d8b68dd987f9,REGISTERED,2026-04-09 07:17:50.368071+00:00,,PENDING,
78,678e5c49-2025-44bb-a17b-e28c158799b9,41417e3e-4fd4-4942-a396-ba652bde8364,REGISTERED,2026-04-07 22:30:12.469295+00:00,,PENDING,
79,678e5c49-2025-44bb-a17b-e28c158799b9,f2adb223-abf2-4dde-8eb2-d0e031d07e62,REGISTERED,2026-04-22 20:42:52.156063+00:00,,PENDING,
80,678e5c49-2025-44bb-a17b-e28c158799b9,cdceb895-35d8-4e18-b3c1-c6e0cb902595,REGISTERED,2026-04-03 03:48:34.693418+00:00,,PENDING,
81,678e5c49-2025-44bb-a17b-e28c158799b9,e0b47f14-ef2d-49fc-b298-7e81497f4563,REGISTERED,2026-04-27 12:48:13.826667+00:00,,PENDING,
82,678e5c49-2025-44bb-a17b-e28c158799b9,ac16955a-100a-49c4-9550-f3e3c118b812,REGISTERED,2026-04-29 21:13:59.078191+00:00,,PENDING,
83,678e5c49-2025-44bb-a17b-e28c158799b9,e1a6a44d-3130-4403-b5cb-3639929a10a0,REGISTERED,2026-04-22 10:13:33.723423+00:00,,PENDING,
84,678e5c49-2025-44bb-a17b-e28c158799b9,b6421516-65a2-4794-a3cf-e6d057cb9c36,REGISTERED,2026-04-06 12:09:04.981187+00:00,,PENDING,
85,678e5c49-2025-44bb-a17b-e28c158799b9,2a2ff3aa-a839-4038-a81c-29bf4839823e,REGISTERED,2026-04-26 07:58:57.687403+00:00,,PENDING,
86,678e5c49-2025-44bb-a17b-e28c158799b9,f43ba2e8-ea91-43b3-9232-e8fd777feb12,REGISTERED,2026-04-08 21:28:47.885978+00:00,,PENDING,
87,678e5c49-2025-44bb-a17b-e28c158799b9,e684e654-4778-457f-88f4-600f7b349c6a,REGISTERED,2026-04-25 23:25:33.935568+00:00,,PENDING,
88,678e5c49-2025-44bb-a17b-e28c158799b9,edc57913-68cf-4b04-a356-052f6ffdbcff,REGISTERED,2026-04-04 14:32:33.281610+00:00,,PENDING,
89,678e5c49-2025-44bb-a17b-e28c158799b9,465f2a51-6e74-4cea-b466-c62c29193b73,REGISTERED,2026-04-13 05:08:05.131112+00:00,,PENDING,
90,678e5c49-2025-44bb-a17b-e28c158799b9,542134d1-b226-400c-8d7c-4e24b1a088a6,REGISTERED,2026-04-13 15:50:55.319243+00:00,,PENDING,
91,678e5c49-2025-44bb-a17b-e28c158799b9,099e1b0f-acb5-4a7d-829c-134345792106,CANCELLED,2026-04-21 17:23:07.580789+00:00,2026-04-26 11:21:39.876064+00:00,PENDING,Participation remplacée par un collègue.
92,678e5c49-2025-44bb-a17b-e28c158799b9,ebe1cbd3-513d-4852-b31c-67c8b1dbeca9,REGISTERED,2026-04-22 05:49:47.117762+00:00,,PENDING,
93,678e5c49-2025-44bb-a17b-e28c158799b9,bc4f2415-4186-4d74-ba12-52a4a7b18bc6,CANCELLED,2026-04-22 09:57:26.498648+00:00,2026-04-24 01:02:26.799422+00:00,PENDING,Session finalement non pertinente pour le profil.
94,678e5c49-2025-44bb-a17b-e28c158799b9,649114ae-3449-49ab-a8e8-f4c931409e3d,REGISTERED,2026-04-03 07:15:51.281691+00:00,,PENDING,
95,678e5c49-2025-44bb-a17b-e28c158799b9,1a5ca586-55ef-4c1b-9c5f-2f5b56931420,REGISTERED,2026-04-12 14:12:50.018556+00:00,,PENDING,
96,678e5c49-2025-44bb-a17b-e28c158799b9,510ae9dd-0fef-4647-ab59-c05d2f715afe,REGISTERED,2026-04-14 13:15:04.824810+00:00,,PENDING,
97,678e5c49-2025-44bb-a17b-e28c158799b9,93c2ea2c-f36b-43fb-8081-333512ad6dfe,REGISTERED,2026-04-03 10:49:35.146286+00:00,,PENDING,
98,678e5c49-2025-44bb-a17b-e28c158799b9,592aac8f-3efc-40e6-8749-bea31258b4be,REGISTERED,2026-04-14 10:08:44.555034+00:00,,PENDING,
99,678e5c49-2025-44bb-a17b-e28c158799b9,bbeb5b7f-c80b-4db1-ba90-903c1a075cf7,REGISTERED,2026-04-04 00:10:28.561631+00:00,,PENDING,
100,678e5c49-2025-44bb-a17b-e28c158799b9,d0f286e9-aeb3-4658-8f6c-b7a7d6120051,REGISTERED,2026-04-03 19:53:40.048216+00:00,,PENDING,
101,678e5c49-2025-44bb-a17b-e28c158799b9,cd45e040-a67a-4dcd-9015-7d07e78b78d0,REGISTERED,2026-04-14 05:36:18.777603+00:00,,PENDING,
102,678e5c49-2025-44bb-a17b-e28c158799b9,38cdd74c-b750-4e7c-89b5-9d66dac401b5,REGISTERED,2026-04-30 12:35:12.636991+00:00,,PENDING,
103,678e5c49-2025-44bb-a17b-e28c158799b9,a1c5d618-8d96-458c-8e77-e2adbc9f6c23,REGISTERED,2026-04-28 07:56:13.512170+00:00,,PENDING,
104,678e5c49-2025-44bb-a17b-e28c158799b9,3577cac5-0476-4aff-b030-5793997dce28,REGISTERED,2026-04-15 05:53:54.357262+00:00,,PENDING,
105,678e5c49-2025-44bb-a17b-e28c158799b9,915de5a6-4e56-45a3-9ec0-f304a3b83653,REGISTERED,2026-04-03 00:36:51.199356+00:00,,PENDING,
106,678e5c49-2025-44bb-a17b-e28c158799b9,eacc44aa-5528-442f-bf03-d93b3123467d,REGISTERED,2026-04-05 11:05:02.979923+00:00,,PENDING,
107,678e5c49-2025-44bb-a17b-e28c158799b9,cb6d8e05-1472-47ff-b732-cb920eb596dd,REGISTERED,2026-04-11 16:52:59.255174+00:00,,PENDING,
108,678e5c49-2025-44bb-a17b-e28c158799b9,b47acf12-a3eb-4e7e-b774-7fd911ef71bd,CANCELLED,2026-04-20 03:02:13.632979+00:00,2026-04-29 11:17:41.901140+00:00,PENDING,Charge de travail incompatible avec l’événement.
109,678e5c49-2025-44bb-a17b-e28c158799b9,dac9ce9c-3e17-44ed-ac45-a48a89ca4b8d,REGISTERED,2026-04-17 17:17:39.888179+00:00,,PENDING,
110,678e5c49-2025-44bb-a17b-e28c158799b9,586058b9-99bc-4600-9f37-87111fcaf37e,REGISTERED,2026-04-17 23:09:26.801077+00:00,,PENDING,
111,678e5c49-2025-44bb-a17b-e28c158799b9,41bbe326-5123-4001-a1ca-3c7de3d60835,REGISTERED,2026-04-10 16:49:06.922282+00:00,,PENDING,
112,678e5c49-2025-44bb-a17b-e28c158799b9,33611d4a-b72d-4868-8862-37dc6da35c82,REGISTERED,2026-04-10 13:54:11.043525+00:00,,PENDING,
113,678e5c49-2025-44bb-a17b-e28c158799b9,4f401a8b-a036-4ae4-ac18-f69336a55209,REGISTERED,2026-04-19 10:02:46.428544+00:00,,PENDING,
114,678e5c49-2025-44bb-a17b-e28c158799b9,d4a71d21-d547-4736-9c69-2ae754d8e3f0,REGISTERED,2026-04-18 16:18:07.285178+00:00,,PENDING,
115,678e5c49-2025-44bb-a17b-e28c158799b9,317b3030-2453-480a-be7a-493d61b447f0,CANCELLED,2026-04-28 20:04:13.693421+00:00,2026-04-30 16:21:20.165119+00:00,PENDING,Session finalement non pertinente pour le profil.
116,678e5c49-2025-44bb-a17b-e28c158799b9,cd89616a-bb20-4989-b720-04dac27a609b,REGISTERED,2026-04-16 11:25:43.828609+00:00,,PENDING,
117,678e5c49-2025-44bb-a17b-e28c158799b9,be819bb5-4387-4c8b-aff9-250ac5ddc5c2,REGISTERED,2026-04-12 20:45:48.560771+00:00,,PENDING,
118,678e5c49-2025-44bb-a17b-e28c158799b9,671eb403-5ad4-4085-bf1b-c397caf5df96,REGISTERED,2026-04-27 10:42:57.150544+00:00,,PENDING,
119,678e5c49-2025-44bb-a17b-e28c158799b9,1139ba1c-108d-408a-bcce-dc297a47ae0b,CANCELLED,2026-04-26 05:42:47.430335+00:00,2026-04-27 09:18:45.287435+00:00,PENDING,Conflit d’horaire avec une réunion prioritaire.
120,678e5c49-2025-44bb-a17b-e28c158799b9,e4f84c7d-fddd-4aec-b66c-9e63b0300989,REGISTERED,2026-04-13 15:07:39.341647+00:00,,PENDING,
121,678e5c49-2025-44bb-a17b-e28c158799b9,66254aec-711c-4731-ad1b-12358695cff5,REGISTERED,2026-04-05 12:25:07.664491+00:00,,PENDING,
122,8ecf0a7c-2549-4d32-8cbe-935910631973,82262980-bc3c-49fb-a210-28daa74d1ba3,REGISTERED,2026-03-26 20:41:05.846521+00:00,,PENDING,
123,8ecf0a7c-2549-4d32-8cbe-935910631973,d6fe6795-80b6-44d5-81a2-ba29873a9947,REGISTERED,2026-04-24 10:25:57.787305+00:00,,PENDING,
124,8ecf0a7c-2549-4d32-8cbe-935910631973,78c254c8-e08c-423c-b031-4de7e4eb1f25,REGISTERED,2026-04-10 20:20:16.810556+00:00,,PENDING,
125,8ecf0a7c-2549-4d32-8cbe-935910631973,8fe78534-8626-4ccb-8a11-1abeb3417110,REGISTERED,2026-03-24 19:56:58.194937+00:00,,PENDING,
126,8ecf0a7c-2549-4d32-8cbe-935910631973,ab4d36f2-bc4b-4bfe-9c61-410dabc43c84,REGISTERED,2026-03-24 05:50:53.111125+00:00,,PENDING,
127,8ecf0a7c-2549-4d32-8cbe-935910631973,83181837-ca9a-4a93-95ef-82c0c1624078,REGISTERED,2026-04-22 21:48:10.978277+00:00,,PENDING,
128,8ecf0a7c-2549-4d32-8cbe-935910631973,938ad754-ae19-4622-bf35-e9b4fd3944cb,REGISTERED,2026-04-15 03:14:21.793223+00:00,,PENDING,
129,8ecf0a7c-2549-4d32-8cbe-935910631973,27450660-9126-425f-8a4c-ee13055c3619,REGISTERED,2026-04-22 10:08:23.174052+00:00,,PENDING,
130,8ecf0a7c-2549-4d32-8cbe-935910631973,e5ccee59-74ad-4614-9ebb-e2b31cd8f624,REGISTERED,2026-04-03 18:38:37.181606+00:00,,PENDING,
131,8ecf0a7c-2549-4d32-8cbe-935910631973,c21e317f-9f79-44d5-b20a-71aa31f20d74,REGISTERED,2026-04-22 01:36:42.063328+00:00,,PENDING,
132,8ecf0a7c-2549-4d32-8cbe-935910631973,fc076384-0f92-412b-9cd2-b54ac7597f75,REGISTERED,2026-04-10 11:20:03.726562+00:00,,PENDING,
133,8ecf0a7c-2549-4d32-8cbe-935910631973,b3d93062-a120-4b9f-8188-3421e21ae870,REGISTERED,2026-04-18 15:57:47.850044+00:00,,PENDING,
134,8ecf0a7c-2549-4d32-8cbe-935910631973,2d2ef5e3-a9fa-454f-9d27-96ad5903a226,CANCELLED,2026-04-08 13:14:25.298461+00:00,2026-04-15 22:03:24.700501+00:00,PENDING,Charge de travail incompatible avec l’événement.
135,8ecf0a7c-2549-4d32-8cbe-935910631973,8a85cbcb-c372-4854-9d56-ead45338499f,CANCELLED,2026-04-20 11:12:04.033858+00:00,2026-04-29 08:37:10.891365+00:00,PENDING,Besoin de suivre une autre session en priorité.
136,8ecf0a7c-2549-4d32-8cbe-935910631973,4597622b-a50f-4a08-82d3-b202eb23c08b,REGISTERED,2026-04-04 07:59:21.232836+00:00,,PENDING,
137,8ecf0a7c-2549-4d32-8cbe-935910631973,c3cebde2-04c5-4bd6-8742-5138c5699944,REGISTERED,2026-03-31 08:08:37.106640+00:00,,PENDING,
138,8ecf0a7c-2549-4d32-8cbe-935910631973,3890de82-3395-42e3-86ff-099140dc8353,REGISTERED,2026-03-31 05:01:41.589405+00:00,,PENDING,
139,8ecf0a7c-2549-4d32-8cbe-935910631973,e8a80a6e-ee71-4373-8db9-cb211b8b0d92,REGISTERED,2026-04-07 22:46:32.117812+00:00,,PENDING,
140,8ecf0a7c-2549-4d32-8cbe-935910631973,0758c702-8abe-48eb-8498-0241319134d6,REGISTERED,2026-04-27 06:59:48.325217+00:00,,PENDING,
141,8ecf0a7c-2549-4d32-8cbe-935910631973,2b117fb4-0476-4220-9e19-f00fccae94a5,CANCELLED,2026-04-20 09:14:44.033774+00:00,2026-04-21 04:12:34.888191+00:00,PENDING,Déplacement professionnel confirmé.
142,8ecf0a7c-2549-4d32-8cbe-935910631973,de28480c-d0d0-4780-9b2f-53c70c8b5ed5,REGISTERED,2026-03-23 08:19:58.326515+00:00,,PENDING,
143,8ecf0a7c-2549-4d32-8cbe-935910631973,9164ed25-60b7-490a-8cd1-097fbea158ab,REGISTERED,2026-03-24 04:40:28.331827+00:00,,PENDING,
144,8ecf0a7c-2549-4d32-8cbe-935910631973,7b5a28c5-3946-4a3b-ad59-fc33a2e44d00,REGISTERED,2026-03-23 02:55:36.276177+00:00,,PENDING,
145,8ecf0a7c-2549-4d32-8cbe-935910631973,1282a9e9-9325-4f3d-94ee-887a13d79265,REGISTERED,2026-04-06 03:03:51.273226+00:00,,PENDING,
146,8ecf0a7c-2549-4d32-8cbe-935910631973,64d309e9-1dd7-4572-9479-4d2164c080b8,REGISTERED,2026-04-09 01:48:03.353140+00:00,,PENDING,
147,8ecf0a7c-2549-4d32-8cbe-935910631973,fea147a7-2981-47cc-8b65-ea434394a5f1,REGISTERED,2026-04-23 07:46:15.422254+00:00,,PENDING,
148,8ecf0a7c-2549-4d32-8cbe-935910631973,ada33a22-047d-41f7-9001-c78a46d52ecc,REGISTERED,2026-04-27 07:44:30.429196+00:00,,PENDING,
149,8ecf0a7c-2549-4d32-8cbe-935910631973,5c5fb113-5843-4b29-8933-b0d016b33d25,REGISTERED,2026-04-30 01:44:09.533057+00:00,,PENDING,
150,8ecf0a7c-2549-4d32-8cbe-935910631973,1c8aea5a-7709-44a0-898c-a882a974318f,REGISTERED,2026-04-24 09:37:57.485677+00:00,,PENDING,
151,8ecf0a7c-2549-4d32-8cbe-935910631973,5dc41219-d217-4f8f-a4d3-a9ec3b263384,REGISTERED,2026-04-10 00:21:14.115650+00:00,,PENDING,
152,8ecf0a7c-2549-4d32-8cbe-935910631973,dafc105e-50d6-45fc-881b-f8c7648a1d01,REGISTERED,2026-04-18 11:10:20.415503+00:00,,PENDING,
