event_id,event_title,event_start_at,event_status,event_category,event_audience,event_location_type,target_department_id,capacity,duration_minutes,day_of_week,hour,month,is_morning,is_afternoon,is_afterwork,department_size,events_same_day_count,events_same_department_same_week_count,historical_category_registration_rate,historical_category_attendance_rate,historical_department_participation_rate,historical_hour_registration_rate,historical_day_registration_rate,registered_count,present_count,invitation_count,rsvp_yes_count,rsvp_maybe_count,rsvp_no_count,feedback_count,average_rating,registration_rate,attendance_rate,rsvp_yes_rate,rsvp_no_rate,success_score,success_label,outcome_available
7e26e7c2-9106-42f4-b316-f4e374e83380,Rencontre santé au travail nutrition et énergie - édition 0659,2026-03-05 13:30:00+00:00,ARCHIVED,Bien-être,GLOBAL,EXTERNAL,0,52,60,3,13,3,0,1,0,2,3,0,0.11518796756706601,0.2785072067673651,0.3332869855394883,0.3024390243902439,0.0,15.0,13.0,9.0,0.0,2.0,3.0,6.0,3.1666666666666665,0.28846153846153844,0.8666666666666667,0.0,0.3333333333333333,0.4964102564102564,MEDIUM,1
8947c19e-6303-4ed4-a82c-e38228e57418,Session de formation SQL avancé - édition 0936,2026-03-05 15:15:00+00:00,ARCHIVED,Formation,DEPARTMENT,ONSITE,3,80,60,3,15,3,0,1,0,108,3,1,0.1717171717171717,0.19607843137254902,0.31526717301107143,0.0,0.14423076923076922,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,LOW,1
58779b71-922d-48ee-b66e-e21521a0377b,Session bien-être équilibre professionnel - édition 0566,2026-03-05 16:45:00+00:00,PUBLISHED,Bien-être,DEPARTMENT,EXTERNAL,4,39,90,3,16,3,0,1,0,71,3,0,0.28846153846153844,0.8666666666666667,0.29672204518689077,0.0,0.09615384615384615,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,1
4c9edf8a-fdae-4b7d-b0e6-d2c029a55ff0,Atelier RSE réduction carbone - édition 0772,2026-03-06 09:45:00+00:00,ARCHIVED,RSE,DEPARTMENT,ONSITE,6,260,60,4,9,3,1,0,0,103,5,0,0.11201561399819601,0.28023748712095237,0.28023748712095237,0.4,0.11201561399819601,0.0,0.0,13.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,LOW,1
209bb094-cb78-48c9-a7e3-dfe1f556fd9f,Session bien-être ergonomie au travail - édition 0225,2026-03-06 11:15:00+00:00,CANCELLED,Bien-être,DEPARTMENT,ONSITE,3,16,120,4,11,3,1,0,0,108,5,1,0.14423076923076922,0.43333333333333335,0.0,0.1717171717171717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
5cc0c0ab-2390-4078-87c5-72344a8f48f1,Atelier cohésion résolution de problèmes - édition 0908,2026-03-06 13:00:00+00:00,PUBLISHED,Team building,DEPARTMENT,ONLINE,12,59,240,4,13,3,0,1,0,22,5,1,0.10081405259837642,0.25221373840885714,0.5882352941176471,0.2977798624140087,0.0,0.0,0.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,LOW,1
d0b6e4bb-661b-406e-abd3-60859a0d688b,Session pratique organisation d’événement - édition 0480,2026-03-06 16:45:00+00:00,ARCHIVED,Atelier,GLOBAL,EXTERNAL,0,72,60,4,16,3,0,1,0,2,5,0,0.09154929577464789,0.46153846153846156,0.39255139455361926,0.0,0.0,0.0,0.0,12.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,LOW,1
ec82a583-604f-437f-a255-66b4a7459372,Moment convivial communauté tech - édition 0190,2026-03-06 17:00:00+00:00,ARCHIVED,Afterwork,DEPARTMENT,ONSITE,11,36,120,4,17,3,0,1,0,24,5,3,0.0,0.0,0.9230769230769231,0.09164913872579673,0.0,10.0,10.0,10.0,4.0,2.0,1.0,8.0,3.0,0.2777777777777778,1.0,0.4,0.1,0.5266666666666666,MEDIUM,1
3deed760-ae80-4ac8-814a-34abab0168ab,Rencontre informelle équipes projet - Achats - édition 0337,2026-03-06 19:00:00+00:00,CANCELLED,Afterwork,DEPARTMENT,EXTERNAL,11,86,90,4,19,3,0,0,1,24,5,3,0.1388888888888889,0.5,0.9615384615384616,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
c97a67e9-b8a4-4672-8089-ae61bff2c935,Module d’apprentissage qualité logicielle - édition 0588,2026-03-07 14:00:00+00:00,CANCELLED,Formation,GLOBAL,ONSITE,0,41,180,5,14,3,0,1,0,2,2,0,0.12878787878787878,0.14705882352941177,0.35329625509825735,0.06926331652466237,0.09558578457272109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
8ab14006-b776-448d-9d93-d01d7cd90426,Défi collaboratif résolution de problèmes - Informatique - édition 0463,2026-03-07 15:00:00+00:00,PUBLISHED,Team building,DEPARTMENT,ONSITE,1,12,90,5,15,3,0,1,0,194,2,0,0.0,0.0,0.24177099072708572,0.0,0.0,10.0,9.0,14.0,0.0,2.0,2.0,6.0,3.3333333333333335,0.8333333333333334,0.9,0.0,0.14285714285714285,0.8366666666666667,HIGH,1
83fa86ec-a36a-4b3d-bd10-64437f5e558c,Live interne cybersécurité au quotidien - Qualité - édition 0231,2026-03-07 15:30:00+00:00,ARCHIVED,Webinaire,DEPARTMENT,ONLINE,8,483,90,5,15,3,0,1,0,47,2,2,0.2,0.41379310344827586,0.0,0.2777777777777778,0.4166666666666667,0.0,0.0,15.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,LOW,1
77eff7bb-309d-4c5d-bcb8-b49951ccb903,Atelier RSE achats responsables - édition 0942,2026-03-08 15:00:00+00:00,ARCHIVED,RSE,DEPARTMENT,ONSITE,11,221,60,6,15,3,0,1,0,24,1,3,0.0,0.0,0.6410256410256411,0.20833333333333334,0.0,21.0,14.0,12.0,10.0,0.0,2.0,6.0,1.5,0.09502262443438914,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.2870135746606335,LOW,1
c55301a7-c74d-4ff0-8635-daafc502b6db,Webinaire reporting financier - édition 0578,2026-03-08 15:15:00+00:00,ARCHIVED,Webinaire,DEPARTMENT,ONLINE,7,471,45,6,15,3,0,1,0,77,1,1,0.13333333333333333,0.27586206896551724,0.0,0.1856711915535445,0.04751131221719457,68.0,50.0,15.0,12.0,0.0,3.0,39.0,3.051282051282051,0.14437367303609341,0.7352941176470589,0.8,0.2,0.36823808014141474,LOW,1
a779c006-7510-4048-94bc-ffdc9259f64a,Atelier innovation prototypage rapide - édition 0286,2026-03-09 10:00:00+00:00,ARCHIVED,Innovation,DEPARTMENT,ONSITE,8,73,45,0,10,3,1,0,0,47,1,0,0.0,0.0,0.0,0.0,0.10617283950617284,35.0,30.0,11.0,8.0,0.0,2.0,23.0,3.391304347826087,0.4794520547945205,0.8571428571428571,0.7272727272727273,0.18181818181818182,0.6126401769760912,MEDIUM,1
827cf4e6-c07c-4da2-bdf1-54e2760174c0,Atelier idéation produit - Juridique - édition 0442,2026-03-09 16:00:00+00:00,ARCHIVED,Atelier,DEPARTMENT,ONLINE,10,46,180,0,16,3,0,1,0,28,1,3,0.06103286384976526,0.3076923076923077,0.3067792803211242,0.0,0.18082868256384238,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,1
643f6e81-7c4e-499b-a90e-38c06783a5fd,Parcours engagement rencontre direction - édition 0609,2026-03-10 09:30:00+00:00,ARCHIVED,Culture d’entreprise,DEPARTMENT,ONSITE,12,105,45,1,9,3,1,0,0,22,3,1,0.15739235170129479,0.45967741935483875,0.29411764705882354,0.2,0.15121951219512195,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,LOW,1
0b984b60-49d3-410c-a532-18d4908343fb,Hackathon hackathon interne - édition 0347,2026-03-10 13:15:00+00:00,CANCELLED,Innovation,DEPARTMENT,ONLINE,10,42,60,1,13,3,0,1,0,28,3,3,0.23972602739726026,0.42857142857142855,0.0,0.22333489681050656,0.12097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
4eb31cab-9938-4750-b8f2-1534f43b968a,Networking partage d’expérience - édition 0037,2026-03-10 13:30:00+00:00,ARCHIVED,Networking,GLOBAL,ONLINE,0,51,90,1,13,3,0,1,0,2,3,0,0.0,0.0,0.3211784137256885,0.17866791744840524,0.1008130081300813,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,1
5d84cc0e-7e7f-4ce0-8044-9b827f236bdd,Culture d’entreprise valeurs et vision - édition 0563,2026-03-10 14:45:00+00:00,ARCHIVED,Culture d’entreprise,GLOBAL,ONLINE,0,142,120,1,14,3,0,1,0,2,3,0,0.12591388136103582,0.367741935483871,0.29441354591521446,0.051947487393496784,0.08641114982578398,0.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,LOW,1
5c16972b-3360-4fab-9157-7a2fe4be1ed7,Table ronde marque employeur - édition 0726,2026-03-11 11:45:00+00:00,PUBLISHED,Conférence,GLOBAL,ONSITE,0,191,90,2,11,3,1,0,0,2,1,0,0.0,0.0,0.2717663500755826,0.12878787878787878,0.1396500213401622,84.0,71.0,11.0,0.0,3.0,2.0,52.0,3.25,0.4397905759162304,0.8452380952380952,0.0,0.18181818181818182,0.5824457741211668,MEDIUM,1
d7aa8e2b-ae0f-4091-86cf-3a8774d022c9,Atelier innovation hackathon interne - édition 0897,2026-03-11 13:45:00+00:00,ARCHIVED,Innovation,GLOBAL,ONSITE,0,68,60,2,13,3,0,1,0,2,1,0,0.1598173515981735,0.2857142857142857,0.3127286175871906,0.14888993120700436,0.1896734471028402,0.0,0.0,18.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,LOW,1
97c7901c-773f-4673-9f0c-8e024411e77c,Live interne reporting financier - édition 0523,2026-03-12 15:00:00+00:00,PUBLISHED,Webinaire,DEPARTMENT,ONLINE,5,328,90,3,15,3,0,1,0,86,2,1,0.13609341825902335,0.3907200811359026,0.0,0.17878827180063597,0.07211538461538461,0.0,0.0,16.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,LOW,1
58c345d7-c707-4350-8a43-eacf36cfa897,Session bien-être gestion du stress - édition 0077,2026-03-12 16:45:00+00:00,ARCHIVED,Bien-être,GLOBAL,ONSITE,0,7,45,3,16,3,0,1,0,2,2,0,0.09615384615384615,0.2888888888888889,0.2918800430813779,0.0,0.05769230769230769,6.0,4.0,18.0,0.0,6.0,1.0,4.0,3.5,0.8571428571428571,0.6666666666666666,0.0,0.05555555555555555,0.7842857142857141,HIGH,1
188d2e92-80ec-4887-9995-34d4a20b3f8b,Afterwork communauté tech - édition 0613,2026-03-12 17:30:00+00:00,PUBLISHED,Afterwork,DEPARTMENT,EXTERNAL,7,26,90,3,17,3,0,1,0,77,2,1,0.0925925925925926,0.3333333333333333,0.36764705882352944,0.2777777777777778,0.19093406593406592,0.0,0.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,LOW,1
546d16bd-a875-4b59-ba5e-b9c0c04b5d3f,Challenge innovation innovation ouverte - IoT - édition 0407,2026-03-13 10:30:00+00:00,ARCHIVED,Innovation,DEPARTMENT,ONSITE,7,111,90,4,10,3,1,0,0,77,4,1,0.11986301369863013,0.21428571428571427,0.2450980392156863,0.1598173515981735,0.0462962962962963,0.0,0.0,11.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,LOW,1
cff09908-6e39-4de5-aef8-536725b8ba92,Atelier RSE solidarité locale - édition 0653,2026-03-13 10:30:00+00:00,CANCELLED,RSE,GLOBAL,EXTERNAL,0,254,120,4,10,3,1,0,0,2,4,0,0.04751131221719457,0.3333333333333333,0.3153042070554585,0.11986301369863013,0.03968253968253969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
a4442a84-9954-4d3c-858f-38bb88cbcfc2,Session valeurs rituels d’équipe - édition 0836,2026-03-13 13:45:00+00:00,ARCHIVED,Culture d’entreprise,DEPARTMENT,ONLINE,1,171,60,4,13,3,0,1,0,194,4,0,0.10492823446752986,0.3064516129032258,0.9,0.12761994103457516,0.034722222222222224,0.0,0.0,19.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,LOW,1
2bf86b0c-d22a-4f62-894f-818dcf351857,Module d’apprentissage SQL avancé - édition 0065,2026-03-13 14:00:00+00:00,PUBLISHED,Formation,DEPARTMENT,ONSITE,12,80,180,4,14,3,0,1,0,22,4,1,0.10303030303030303,0.11764705882352941,0.19607843137254902,0.04155798991479743,0.0308641975308642,21.0,19.0,11.0,8.0,0.0,3.0,12.0,3.25,0.2625,0.9047619047619048,0.7272727272727273,0.2727272727272727,0.49392857142857144,MEDIUM,1
073d2f2a-978c-49a6-b1c6-1e03c0a1a857,Rencontre réseau partage d’expérience - édition 0425,2026-03-13 16:00:00+00:00,ARCHIVED,Networking,DEPARTMENT,ONSITE,10,207,90,4,16,3,0,1,0,28,4,3,0.0,0.0,0.0,0.14285714285714285,0.054027777777777786,0.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,LOW,1
0d190215-dd65-4aca-a803-d461f0c97c68,Action RSE économie d’énergie - édition 0501,2026-03-14 09:00:00+00:00,ARCHIVED,RSE,GLOBAL,EXTERNAL,0,259,60,5,9,3,1,0,0,2,4,0,0.03167420814479638,0.2222222222222222,0.2967569007580786,0.13333333333333333,0.2777777777777778,53.0,47.0,10.0,1.0,3.0,1.0,37.0,3.4324324324324325,0.20463320463320464,0.8867924528301887,0.1,0.1,0.45746630727762805,MEDIUM,1
ca8cdcc1-120e-4ce3-ba72-73946121e0d1,Team building challenge collaboratif - Support client - édition 0299,2026-03-14 09:00:00+00:00,ARCHIVED,Team building,DEPARTMENT,ONSITE,9,15,120,5,9,3,1,0,0,51,4,0,0.4166666666666667,0.45,0.27188777237240397,0.15115830115830117,0.2594916344916345,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,LOW,1
7d256949-75b2-4833-a44c-2cee42b2281e,Team building résolution de problèmes - Juridique - édition 0869,2026-03-14 10:30:00+00:00,PUBLISHED,Team building,DEPARTMENT,ONSITE,10,44,90,5,10,3,1,0,0,28,4,3,0.2777777777777778,0.3,0.0,0.0958904109589041,0.20759330759330757,19.0,17.0,14.0,10.0,0.0,3.0,11.0,2.1818181818181817,0.4318181818181818,0.8947368421052632,0.7142857142857143,0.21428571428571427,0.5711483253588516,MEDIUM,1
cc75d8e0-a0dc-4653-aaac-b2060d0a463d,Lab innovation idées produit - édition 0427,2026-03-14 11:45:00+00:00,ARCHIVED,Innovation,DEPARTMENT,ONSITE,5,75,45,5,11,3,1,0,0,86,4,1,0.0958904109589041,0.17142857142857143,0.0,0.19098841821354912,0.24496411996411996,0.0,0.0,13.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,LOW,1
b2326879-6101-41db-9112-2ef9d6e38d0c,Table ronde expérience client - édition 0238,2026-03-14 16:15:00+00:00,PUBLISHED,Conférence,GLOBAL,EXTERNAL,0,107,90,5,16,3,0,1,0,2,4,0,0.2198952879581152,0.4226190476190476,0.3295366536509736,0.12244897959183673,0.2099692456835314,0.0,0.0,13.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,LOW,1
0d9f3375-2736-4fd8-b8cb-de9d1465a62c,Présentation digitale protection des données - édition 0505,2026-03-15 10:30:00+00:00,ARCHIVED,Webinaire,DEPARTMENT,ONLINE,11,350,30,6,10,3,1,0,0,24,2,0,0.10887473460721868,0.3125760649087221,0.6474358974358975,0.15187837276878371,0.07979876582349418,0.0,0.0,10.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,LOW,1
a585835f-1da8-4e7a-81be-8358e43a4e08,Atelier bien-être ergonomie au travail - édition 0167,2026-03-15 11:00:00+00:00,PUBLISHED,Bien-être,GLOBAL,ONLINE,0,14,60,6,11,3,1,0,0,2,2,0,0.2864010989010989,0.3833333333333333,0.3121926192482908,0.15915701517795758,0.05984907436762064,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,LOW,1
685eab0b-417d-4cb4-916d-1e7ea0e5e5d7,Session de formation contrats et conformité - édition 0058,2026-03-15 15:30:00+00:00,ARCHIVED,Formation,GLOBAL,ONLINE,0,9,180,6,15,3,0,1,0,2,2,0,0.12960858585858584,0.2488328664799253,0.29658298828587626,0.15324709011483084,0.04787925949409651,8.0,6.0,17.0,1.0,2.0,3.0,6.0,2.6666666666666665,0.8888888888888888,0.75,0.058823529411764705,0.17647058823529413,0.8116666666666666,HIGH,1
5861cac2-ef3e-402f-8935-c0fd307849ba,Module d’apprentissage gestion de projet - édition 0694,2026-03-16 14:30:00+00:00,PUBLISHED,Formation,DEPARTMENT,ONLINE,2,43,90,0,14,3,0,1,0,105,0,3,0.23807720057720055,0.3204281712685074,0.0,0.07838165826233119,0.15069056880320197,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,LOW,1
32550296-6435-4ef2-90e1-028656282c7f,Forum d’échanges petit-déjeuner business - édition 0357,2026-03-17 10:00:00+00:00,ARCHIVED,Networking,DEPARTMENT,ONLINE,4,122,60,1,10,3,1,0,0,71,1,0,0.0,0.0,0.0,0.13018146237324318,0.07560975609756097,30.0,27.0,9.0,3.0,1.0,0.0,18.0,3.0,0.2459016393442623,0.9,0.3333333333333333,0.0,0.4775409836065574,MEDIUM,1
b3115164-4e9b-4bc2-a159-ec4bf11de6d7,Challenge collectif résolution de problèmes - Achats - édition 0045,2026-03-17 10:15:00+00:00,ARCHIVED,Team building,DEPARTMENT,ONSITE,11,56,120,1,10,3,1,0,0,24,1,1,0.3162878787878788,0.4486842105263158,0.517948717948718,0.1446464844946206,0.09453107645830555,0.0,0.0,14.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,LOW,1
e151d746-c8a2-4d3a-bfbf-338d3e39b4b3,Session pratique gestion budgétaire - édition 0278,2026-03-18 09:00:00+00:00,CANCELLED,Atelier,DEPARTMENT,EXTERNAL,2,50,120,2,9,3,1,0,0,105,2,3,0.045774647887323945,0.23076923076923078,0.0,0.12092664092664093,0.16257724037386304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
63b1a9bd-1766-40ca-a0f1-6d8964f0ed41,Culture d’entreprise rencontre direction - édition 0435,2026-03-18 11:15:00+00:00,CANCELLED,Culture d’entreprise,GLOBAL,ONLINE,0,46,90,2,11,3,1,0,0,2,2,0,0.08993848668645417,0.26267281105990786,0.31817427455797737,0.13642029872396363,0.14225508532713016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
a4447490-4186-44ca-80b0-476de5ac57d8,Keynote interne transformation digitale - édition 0940,2026-03-18 11:30:00+00:00,ARCHIVED,Conférence,DEPARTMENT,ONSITE,6,154,120,2,11,3,1,0,0,103,2,1,0.14659685863874347,0.28174603174603174,0.0,0.11936776138346819,0.12644896473522682,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,LOW,1
b6075cac-0d08-42ad-bb6f-72d804a4abb6,Formation contrats et conformité - édition 0071,2026-03-19 09:45:00+00:00,ARCHIVED,Formation,GLOBAL,ONLINE,0,32,180,3,9,3,1,0,0,2,6,0,0.2083175505050505,0.280374649859944,0.3037118075326148,0.10077220077220078,0.16365777080062793,7.0,7.0,11.0,1.0,2.0,2.0,4.0,3.0,0.21875,1.0,0.09090909090909091,0.18181818181818182,0.49125,MEDIUM,1
