user_id,event_id,data_source,sample_weight,event_category,event_audience,event_location_type,event_status,event_capacity,event_duration_minutes,event_day_of_week,event_hour,days_until_event,event_registered_count,event_present_count,event_fill_rate,event_avg_rating,event_feedback_count,same_department,is_global_event,interest_match,user_total_registrations,user_total_attendances,user_attendance_rate,user_avg_rating,user_category_registrations,user_category_attendances,user_category_attendance_rate,points_total,points_events_count,badges_count,was_invited,rsvp_yes,rsvp_maybe,rsvp_no,was_reminded,pair_reminder_count,days_since_last_reminder,user_total_reminders_received,event_total_reminders_sent,registered,attended,feedback_rating,has_feedback,target_score
05c492af-d761-4387-82ef-5279befcf02d,e0d1c2cb-4701-4fdf-bdab-498a825ecba3,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Networking,GLOBAL,EXTERNAL,PUBLISHED,239,45,1,11,-29,0.0,0.0,0.0,0.0,0.0,0,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2529ad7b-3e69-4b87-9e44-0259ec755de2,ad2e50c2-1771-47ad-b9b5-fcaafafee36f,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Bien-être,DEPARTMENT,ONSITE,PUBLISHED,7,45,5,11,38,0.0,0.0,0.0,0.0,0.0,0,0,0,11.0,2.0,0.18181818181818182,2.0,0.0,0.0,0.0,315.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
7d2c6a5c-bbcc-46be-8ba4-b7518ab7a644,6e1d46f1-8264-4342-9263-21c31373eee7,CAPEVENTS_NEGATIVE_SAMPLED,0.35,RSE,DEPARTMENT,EXTERNAL,PUBLISHED,209,90,1,11,125,0.0,0.0,0.0,0.0,0.0,0,0,1,4.0,1.0,0.25,0.0,1.0,0.0,0.0,190.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
20ce269e-2582-410c-94a7-4694b2562699,dd751286-d03a-4b80-802e-da3b26015d3c,CAPEVENTS_NEGATIVE_SAMPLED,0.35,RSE,GLOBAL,EXTERNAL,DRAFT,76,60,0,14,12,0.0,0.0,0.0,0.0,0.0,0,1,0,9.0,5.0,0.5555555555555556,5.0,0.0,0.0,0.0,360.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
d2143c02-7643-4dad-9edd-73d7e485eec7,a3a9cf13-0c74-45b6-a588-751f50caeb45,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Formation,GLOBAL,ONSITE,PUBLISHED,27,180,4,14,65,0.0,0.0,0.0,0.0,0.0,0,1,1,10.0,3.0,0.3,1.0,0.0,0.0,0.0,255.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
0b8e3edc-e13f-433c-bcda-bf4510acface,9cee104c-1520-43d1-825e-1db6fd238552,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Atelier,GLOBAL,ONSITE,ARCHIVED,13,120,3,11,-55,0.0,0.0,0.0,0.0,0.0,0,1,1,8.0,3.0,0.375,2.5,1.0,0.0,0.0,270.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
de793784-3e9c-4a5b-a50b-5e1a0437bd90,b69ce322-7778-4d15-9364-e4b79954de25,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Networking,DEPARTMENT,ONSITE,PUBLISHED,84,120,3,10,204,34.0,0.0,0.40476190476190477,0.0,0.0,0,0,0,8.0,3.0,0.375,3.0,0.0,0.0,0.0,455.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0
d00211fe-b443-439e-afb4-0eaa14b471eb,7026d60f-f565-42d1-bc6c-d1fa27896870,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Networking,GLOBAL,ONSITE,PUBLISHED,117,60,2,13,196,0.0,0.0,0.0,0.0,0.0,0,1,0,6.0,3.0,0.5,2.0,0.0,0.0,0.0,270.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
57ba55cf-425f-48e2-9ed7-0fc2e1c80530,65b4594a-eefd-44f2-a85b-5e803901832b,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Bien-être,GLOBAL,ONSITE,PUBLISHED,60,60,3,15,8,0.0,0.0,0.0,0.0,0.0,0,1,0,6.0,2.0,0.3333333333333333,3.5,0.0,0.0,0.0,270.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
ef6c19c9-41fb-4663-b095-fd6f807954ec,ab944107-0c97-47a0-84ce-3bc81dcd7b62,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Bien-être,DEPARTMENT,EXTERNAL,CANCELLED,11,60,3,16,113,0.0,0.0,0.0,0.0,0.0,0,0,0,10.0,3.0,0.3,2.0,0.0,0.0,0.0,395.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
9fd6253e-a662-4cde-bf57-754afdda3595,a779c006-7510-4048-94bc-ffdc9259f64a,CAPEVENTS_CLEAN,1.0,Innovation,DEPARTMENT,ONSITE,ARCHIVED,73,45,0,10,-65,35.0,30.0,0.4794520547945205,3.391304347826087,23.0,1,0,0,9.0,1.0,0.1111111111111111,3.0,3.0,0.0,0.0,245.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,-1.0
27450660-9126-425f-8a4c-ee13055c3619,ccba84ec-f7e3-415a-ad8a-413ce1cebbfb,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Culture d’entreprise,GLOBAL,ONSITE,PENDING,153,60,2,9,140,0.0,0.0,0.0,0.0,0.0,0,1,1,12.0,2.0,0.16666666666666666,4.5,1.0,0.0,0.0,245.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
bec21b43-0b9a-4b14-aec4-4493b6192e37,afbea373-e496-44fe-b18e-3abb08d2ece0,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Conférence,DEPARTMENT,ONSITE,PUBLISHED,231,120,5,10,73,0.0,0.0,0.0,0.0,0.0,0,0,1,10.0,4.0,0.4,4.0,1.0,0.0,0.0,360.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
519b9a11-2a24-4779-b6be-e9dbde661345,2f659969-e184-4e7c-8cb9-0be7c958ae07,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Networking,DEPARTMENT,ONLINE,DRAFT,82,45,3,14,92,0.0,0.0,0.0,0.0,0.0,0,0,1,6.0,2.0,0.3333333333333333,5.0,1.0,1.0,1.0,180.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
db513ac4-80bc-4d09-864b-24fb5dee1da4,5fed21d9-b15a-4c3f-9133-91649e7293f6,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Networking,GLOBAL,ONSITE,REJECTED,94,45,2,15,98,0.0,0.0,0.0,0.0,0.0,0,1,0,5.0,2.0,0.4,2.0,0.0,0.0,0.0,390.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
eaa9cc85-b28c-4878-9ca7-f4d797d0e0d9,97a3b52e-269a-43c6-8f5a-ded32c232db0,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Team building,GLOBAL,ONSITE,PUBLISHED,51,180,4,16,219,0.0,0.0,0.0,0.0,0.0,0,1,0,5.0,2.0,0.4,1.0,0.0,0.0,0.0,170.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
c98070f7-ea93-464b-9719-8e5817cb346a,12a1237e-a136-4489-819a-e2583ab2d12d,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Formation,GLOBAL,ONSITE,PENDING,32,180,3,10,8,0.0,0.0,0.0,0.0,0.0,0,1,1,8.0,2.0,0.25,4.5,0.0,0.0,0.0,320.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
066a8584-2f31-4a5b-81a3-bfcffb97ceb0,2c74c491-cde5-4213-be45-126d5dfb0057,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Innovation,GLOBAL,ONSITE,PUBLISHED,108,90,5,9,220,40.0,0.0,0.37037037037037035,0.0,0.0,0,1,0,8.0,2.0,0.25,4.0,0.0,0.0,0.0,205.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
61a0e073-e937-4bac-ada2-d1c10bf8a9ed,232b4a56-a9a0-419f-872e-eec6679bc2da,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Conférence,GLOBAL,ONSITE,PUBLISHED,233,120,2,11,182,0.0,0.0,0.0,0.0,0.0,0,1,0,8.0,2.0,0.25,3.0,3.0,1.0,0.3333333333333333,200.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
ff547326-c297-4923-8b93-97313a467f80,b0555c13-8b9f-47bb-8a7d-20bb5b2f7869,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Networking,DEPARTMENT,ONSITE,PUBLISHED,46,60,4,15,142,13.0,0.0,0.2826086956521739,0.0,0.0,1,0,1,6.0,2.0,0.3333333333333333,3.0,0.0,0.0,0.0,185.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0
0b3a5337-8158-4195-b718-c1f64fec5d76,91d84e8b-66e1-469a-b5e8-ddf49c43965f,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Conférence,GLOBAL,ONLINE,PUBLISHED,94,45,1,14,-1,41.0,0.0,0.43617021276595747,0.0,0.0,0,1,1,5.0,1.0,0.2,2.0,1.0,0.0,0.0,220.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0
510ae9dd-0fef-4647-ab59-c05d2f715afe,ab4f1b37-b7d6-4bdc-b8f5-1b5a163a2eeb,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Afterwork,DEPARTMENT,ONLINE,PUBLISHED,102,120,5,18,143,0.0,0.0,0.0,0.0,0.0,0,0,0,8.0,2.0,0.25,3.0,0.0,0.0,0.0,320.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
8d973db4-761f-47fc-a137-ab4ad30532c7,5cc0c0ab-2390-4078-87c5-72344a8f48f1,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Team building,DEPARTMENT,ONLINE,PUBLISHED,59,240,4,13,-68,0.0,0.0,0.0,0.0,0.0,0,0,0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
41417e3e-4fd4-4942-a396-ba652bde8364,d009127f-7454-4bc0-8581-c5715a9fc88c,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Afterwork,DEPARTMENT,ONSITE,PUBLISHED,61,150,5,19,101,0.0,0.0,0.0,0.0,0.0,0,0,1,12.0,2.0,0.16666666666666666,2.0,0.0,0.0,0.0,310.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0
78af47a7-ad8d-4faf-a4eb-52cb18a6a2cd,1c24f06e-b5da-458b-933f-db2afaf7a97e,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Conférence,DEPARTMENT,ONSITE,PUBLISHED,100,120,0,14,152,39.0,0.0,0.39,0.0,0.0,0,0,1,7.0,3.0,0.42857142857142855,2.5,0.0,0.0,0.0,360.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
f8d7dc0b-5a3b-44ee-98f3-b79e6f774b1e,d521bfb9-b9c9-451f-8f3f-b6a598358d5c,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Afterwork,GLOBAL,ONSITE,CANCELLED,19,90,0,17,26,0.0,0.0,0.0,0.0,0.0,0,1,1,8.0,1.0,0.125,0.0,0.0,0.0,0.0,130.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
514d1d62-3100-4b79-9ace-199ed15abd30,239e6a25-75b0-4b89-b719-f5a75bed215f,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Formation,GLOBAL,ONSITE,PUBLISHED,79,180,5,11,171,0.0,0.0,0.0,0.0,0.0,0,1,1,5.0,3.0,0.6,1.6666666666666667,0.0,0.0,0.0,360.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0
c7d4b081-bb87-4340-9a1f-0649f6113b13,3a55cd6a-c838-404a-9def-21cd03de60ac,CAPEVENTS_NEGATIVE_SAMPLED,0.35,RSE,GLOBAL,EXTERNAL,PUBLISHED,185,90,2,15,105,0.0,0.0,0.0,0.0,0.0,0,1,1,10.0,3.0,0.3,5.0,0.0,0.0,0.0,370.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
d264ec2d-d6b4-4a68-a16e-2ce4e95ca174,9744267b-93aa-4e81-bf6e-3a49ff2c188c,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Atelier,GLOBAL,ONSITE,PUBLISHED,15,90,2,11,70,0.0,0.0,0.0,0.0,0.0,0,1,1,6.0,1.0,0.16666666666666666,0.0,2.0,1.0,0.5,210.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0
8de3a1bf-0867-4629-9291-42a74caf9008,bd2b60d1-0fdd-4048-838c-ff5c0f6ecca2,CAPEVENTS_NEGATIVE_SAMPLED,0.35,RSE,DEPARTMENT,EXTERNAL,DRAFT,49,120,1,13,139,0.0,0.0,0.0,0.0,0.0,0,0,0,11.0,3.0,0.2727272727272727,3.5,1.0,0.0,0.0,300.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
1282a9e9-9325-4f3d-94ee-887a13d79265,0005ee17-1dd8-4096-b9bc-0a21a242ebd5,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Culture d’entreprise,DEPARTMENT,ONLINE,PUBLISHED,241,90,1,16,223,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,3.0,0.5,3.0,1.0,1.0,1.0,470.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
67a9bdfe-c1f6-4192-8df9-d2341b9bf61f,43c5ec7e-1f19-4c55-98c7-a902009e58a8,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Networking,DEPARTMENT,ONLINE,ARCHIVED,182,60,5,13,-39,0.0,0.0,0.0,0.0,0.0,0,0,0,5.0,2.0,0.4,3.0,0.0,0.0,0.0,290.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
ce27506a-6bbb-4843-9346-2fd118966745,9e3368ce-c38e-48c7-9dad-399e86a0e12f,CAPEVENTS_CLEAN,1.0,Culture d’entreprise,GLOBAL,EXTERNAL,PUBLISHED,106,60,5,11,59,37.0,0.0,0.3490566037735849,0.0,0.0,0,1,0,4.0,2.0,0.5,2.5,2.0,0.0,0.0,180.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0
8006d300-c0ae-4a0d-ba53-074804f86119,d67cfd96-1aac-49fd-84d4-b0613ea1d9ce,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Atelier,GLOBAL,ONSITE,ARCHIVED,38,180,3,11,-41,0.0,0.0,0.0,0.0,0.0,0,1,1,4.0,3.0,0.75,3.6666666666666665,0.0,0.0,0.0,150.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
b877de62-103a-4774-b161-65d240e35474,32cb31bf-af32-4b4c-9e52-a480a287a750,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Formation,GLOBAL,ONSITE,PUBLISHED,8,90,0,11,145,6.0,0.0,0.75,0.0,0.0,0,1,0,4.0,3.0,0.75,2.3333333333333335,0.0,0.0,0.0,350.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
e398a652-95b8-4aab-9aa3-b991fef8f84c,14a26d46-5b31-499f-ad00-fc30c8e863e4,CAPEVENTS_CLEAN,1.0,RSE,GLOBAL,EXTERNAL,ARCHIVED,139,60,5,14,-18,117.0,102.0,0.841726618705036,3.3636363636363638,77.0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-1.0
702b5919-6fb5-46fa-8a5a-e0c7f8f37c74,543157a8-cee7-47fe-9c1d-496e941e9632,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Afterwork,GLOBAL,EXTERNAL,PUBLISHED,28,120,6,17,-10,0.0,0.0,0.0,0.0,0.0,0,1,1,10.0,3.0,0.3,2.5,1.0,0.0,0.0,590.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
553aa3f4-b0d4-4902-96eb-9580f1ab5102,32550296-6435-4ef2-90e1-028656282c7f,CAPEVENTS_CLEAN,1.0,Networking,DEPARTMENT,ONLINE,ARCHIVED,122,60,1,10,-57,30.0,27.0,0.2459016393442623,3.0,18.0,1,0,0,6.0,3.0,0.5,2.3333333333333335,3.0,1.0,0.3333333333333333,270.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,2.0
702b5919-6fb5-46fa-8a5a-e0c7f8f37c74,84d53ec1-4692-45b1-b64f-056688594760,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Webinaire,GLOBAL,ONLINE,PUBLISHED,292,60,4,10,163,0.0,0.0,0.0,0.0,0.0,0,1,0,10.0,3.0,0.3,2.5,0.0,0.0,0.0,590.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
c33a2e16-11ad-42aa-86ff-912411bdea48,0a0c2bd6-9d51-441b-83d0-68db4cd99256,CAPEVENTS_CLEAN,1.0,Culture d’entreprise,GLOBAL,ONLINE,ARCHIVED,205,60,1,13,-71,124.0,104.0,0.6048780487804878,3.2777777777777777,72.0,0,1,0,9.0,5.0,0.5555555555555556,4.666666666666667,2.0,2.0,1.0,400.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,3.0
e6cbc23c-448f-475b-9d8d-a739cbc80407,e5e8e107-d2ec-4718-850f-26f28a79aa2d,CAPEVENTS_CLEAN,1.0,Conférence,GLOBAL,ONSITE,PUBLISHED,213,45,0,13,54,54.0,0.0,0.2535211267605634,0.0,0.0,0,1,0,6.0,2.0,0.3333333333333333,3.0,2.0,1.0,0.5,180.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0
38f134e4-e62f-4bb9-a0f5-99a23ed433c7,c63b2370-25af-4d8f-9320-7226692b196b,CAPEVENTS_CLEAN,1.0,Conférence,DEPARTMENT,EXTERNAL,ARCHIVED,153,60,2,16,-14,57.0,52.0,0.37254901960784315,3.1578947368421053,38.0,1,0,1,13.0,4.0,0.3076923076923077,1.0,2.0,2.0,1.0,450.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,2.0
a05fb95c-ba9f-4e27-a689-3cf5fc1b5a26,2bf86b0c-d22a-4f62-894f-818dcf351857,CAPEVENTS_CLEAN,1.0,Formation,DEPARTMENT,ONSITE,PUBLISHED,80,180,4,14,-61,21.0,19.0,0.2625,3.25,12.0,1,0,0,4.0,4.0,1.0,3.5,1.0,1.0,1.0,280.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,2.0
77912841-0831-4559-9152-00fd23a9a51c,a4442a84-9954-4d3c-858f-38bb88cbcfc2,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Culture d’entreprise,DEPARTMENT,ONLINE,ARCHIVED,171,60,4,13,-61,0.0,0.0,0.0,0.0,0.0,0,0,1,8.0,2.0,0.25,5.0,0.0,0.0,0.0,220.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
273af618-b029-48bf-9f93-07a654f545f4,c58dd56d-be6c-4d7c-907c-7326d80a5b96,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Formation,DEPARTMENT,ONSITE,PUBLISHED,55,180,5,15,73,0.0,0.0,0.0,0.0,0.0,0,0,1,4.0,2.0,0.5,3.0,0.0,0.0,0.0,365.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
6a808ecc-aa5f-46f7-9473-e17d132330cd,4297b15e-e924-424d-bf9a-9db62cd1d454,CAPEVENTS_NEGATIVE_SAMPLED,0.35,Conférence,DEPARTMENT,ONSITE,DRAFT,101,45,4,14,170,0.0,0.0,0.0,0.0,0.0,0,0,1,6.0,2.0,0.3333333333333333,3.0,2.0,1.0,0.5,200.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0
